Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
baʁbje,barbier,m,m,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('j', {'f': 0.04428623244166374, 'm': 0.95571368932724}), ('b', {'f': 0.16728481650352478, 'm': 0.8327152132987976}), ('ʁ', {'f': 0.07360036671161652, 'm': 0.9263996481895447}), ('a', {'f': 0.10167135298252106, 'm': 0.8983286023139954}), ('b', {'f': 0.07055515795946121, 'm': 0.9294448494911194})]",test
baʁkas,barcasse,f,f,"[('s', {'f': 0.5474900007247925, 'm': 0.4525099992752075}), ('a', {'f': 0.6992078423500061, 'm': 0.3007921874523163}), ('k', {'f': 0.6540866494178772, 'm': 0.3459133803844452}), ('ʁ', {'f': 0.3824230432510376, 'm': 0.6175769567489624}), ('a', {'f': 0.5981757044792175, 'm': 0.40182432532310486}), ('b', {'f': 0.6828457117080688, 'm': 0.31715431809425354})]",test
tʁykœʁ,truqueur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('k', {'f': 0.39591068029403687, 'm': 0.6040893197059631}), ('y', {'f': 0.17564819753170013, 'm': 0.8243517875671387}), ('ʁ', {'f': 0.021057341247797012, 'm': 0.9789426922798157}), ('t', {'f': 0.0051031531766057014, 'm': 0.9948968291282654})]",test
ʁaklyʁ,raclure,f,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('y', {'f': 0.4301777780056, 'm': 0.5698221921920776}), ('l', {'f': 0.46056023240089417, 'm': 0.5394397974014282}), ('k', {'f': 0.9421076774597168, 'm': 0.05789225548505783}), ('a', {'f': 0.9142507314682007, 'm': 0.0857493057847023}), ('ʁ', {'f': 0.9495733380317688, 'm': 0.05042660981416702})]",test
pOsEde,possédée,m,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('d', {'f': 0.2085448056459427, 'm': 0.7914551496505737}), ('E', {'f': 0.14313843846321106, 'm': 0.8568615913391113}), ('s', {'f': 0.19698789715766907, 'm': 0.8030120730400085}), ('O', {'f': 0.12035327404737473, 'm': 0.8796467781066895}), ('p', {'f': 0.05709105357527733, 'm': 0.9429088830947876})]",test
diʁɛkt,direct,m,m,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('k', {'f': 0.43459776043891907, 'm': 0.5654022097587585}), ('ɛ', {'f': 0.5343483686447144, 'm': 0.46565160155296326}), ('ʁ', {'f': 0.5184807777404785, 'm': 0.48151925206184387}), ('i', {'f': 0.43592512607574463, 'm': 0.5640748739242554}), ('d', {'f': 0.3304378092288971, 'm': 0.6695622801780701})]",test
dəmØʁe,demeurée,m,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('ʁ', {'f': 0.21999742090702057, 'm': 0.7800025939941406}), ('Ø', {'f': 0.43897995352745056, 'm': 0.561020016670227}), ('m', {'f': 0.5219658017158508, 'm': 0.47803425788879395}), ('ə', {'f': 0.5842204689979553, 'm': 0.4157794713973999}), ('d', {'f': 0.17377358675003052, 'm': 0.8262264132499695})]",test
bʁətɔn,bretonne,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɔ', {'f': 0.7106037735939026, 'm': 0.2893962264060974}), ('t', {'f': 0.8396486639976501, 'm': 0.16035136580467224}), ('ə', {'f': 0.6258388161659241, 'm': 0.3741612434387207}), ('ʁ', {'f': 0.6194659471511841, 'm': 0.3805340528488159}), ('b', {'f': 0.7346844673156738, 'm': 0.26531556248664856})]",test
maʁjœʁ,marieur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('j', {'f': 0.1979956030845642, 'm': 0.8020043969154358}), ('ʁ', {'f': 0.2011147290468216, 'm': 0.7988852858543396}), ('a', {'f': 0.13398213684558868, 'm': 0.8660179376602173}), ('m', {'f': 0.07911693304777145, 'm': 0.9208829998970032})]",test
pl2baʒ,plombage,m,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('a', {'f': 0.21565423905849457, 'm': 0.784345805644989}), ('b', {'f': 0.127457857131958, 'm': 0.872542142868042}), ('2', {'f': 0.0823700875043869, 'm': 0.9176298975944519}), ('l', {'f': 0.007132448721677065, 'm': 0.9928675889968872}), ('p', {'f': 0.007209272589534521, 'm': 0.992790699005127})]",test
paʁəm1,parement,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('m', {'f': 0.21962538361549377, 'm': 0.7803745865821838}), ('ə', {'f': 0.11683552712202072, 'm': 0.8831644654273987}), ('ʁ', {'f': 0.028254300355911255, 'm': 0.9717456698417664}), ('a', {'f': 0.0022350086364895105, 'm': 0.9977649450302124}), ('p', {'f': 0.00012644431262742728, 'm': 0.9998735189437866})]",test
paʁsɛl,parcelle,m,f,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('ɛ', {'f': 0.3986324071884155, 'm': 0.6013675928115845}), ('s', {'f': 0.41580697894096375, 'm': 0.5841930508613586}), ('ʁ', {'f': 0.23044520616531372, 'm': 0.769554853439331}), ('a', {'f': 0.2687678337097168, 'm': 0.7312321066856384}), ('p', {'f': 0.39119666814804077, 'm': 0.6088033318519592})]",test
ʃaʁtɛʁ,charter,f,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('ɛ', {'f': 0.25651222467422485, 'm': 0.7434877753257751}), ('t', {'f': 0.07586012035608292, 'm': 0.9241398572921753}), ('ʁ', {'f': 0.1271805763244629, 'm': 0.8728194236755371}), ('a', {'f': 0.6139620542526245, 'm': 0.3860379159450531}), ('ʃ', {'f': 0.5473302602767944, 'm': 0.4526697099208832})]",test
lustik,loustic,m,m,"[('k', {'f': 0.42228180170059204, 'm': 0.577718198299408}), ('i', {'f': 0.18270033597946167, 'm': 0.8172996044158936}), ('t', {'f': 0.27067217230796814, 'm': 0.7293278574943542}), ('s', {'f': 0.24939657747745514, 'm': 0.750603437423706}), ('u', {'f': 0.2272777110338211, 'm': 0.7727222442626953}), ('l', {'f': 0.1269625425338745, 'm': 0.8730373978614807})]",test
k2pakt,compact,m,m,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('k', {'f': 0.43459776043891907, 'm': 0.5654022097587585}), ('a', {'f': 0.5003097057342529, 'm': 0.4996902346611023}), ('p', {'f': 0.32778096199035645, 'm': 0.6722190380096436}), ('2', {'f': 0.4623611271381378, 'm': 0.5376388430595398}), ('k', {'f': 0.22507597506046295, 'm': 0.7749239802360535})]",test
mɔʁvøz,morveuse,f,f,"[('z', {'f': 0.1610153466463089, 'm': 0.8389846086502075}), ('ø', {'f': 0.8067015409469604, 'm': 0.19329841434955597}), ('v', {'f': 0.9939706325531006, 'm': 0.006029339972883463}), ('ʁ', {'f': 0.9977649450302124, 'm': 0.002235091757029295}), ('ɔ', {'f': 0.9997255206108093, 'm': 0.00027442246209830046}), ('m', {'f': 0.9996615648269653, 'm': 0.0003384070878382772})]",test
gabaʁi,gabarit,m,m,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('ʁ', {'f': 0.43560338020324707, 'm': 0.5643966197967529}), ('a', {'f': 0.26827818155288696, 'm': 0.731721818447113}), ('b', {'f': 0.16892799735069275, 'm': 0.8310719728469849}), ('a', {'f': 0.2907961905002594, 'm': 0.7092037200927734}), ('g', {'f': 0.3456152081489563, 'm': 0.6543847918510437})]",test
tʁakøz,traqueuse,f,f,"[('z', {'f': 0.1610153466463089, 'm': 0.8389846086502075}), ('ø', {'f': 0.8067015409469604, 'm': 0.19329841434955597}), ('k', {'f': 0.9842616319656372, 'm': 0.01573837362229824}), ('a', {'f': 0.996167004108429, 'm': 0.0038329733069986105}), ('ʁ', {'f': 0.9992782473564148, 'm': 0.0007217549718916416}), ('t', {'f': 0.9998363256454468, 'm': 0.0001636821252759546})]",test
aʁtʁit,arthrite,f,f,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('i', {'f': 0.4214872121810913, 'm': 0.5785127878189087}), ('ʁ', {'f': 0.8575108051300049, 'm': 0.1424892246723175}), ('t', {'f': 0.7097300291061401, 'm': 0.29026997089385986}), ('ʁ', {'f': 0.8589678406715393, 'm': 0.14103208482265472}), ('a', {'f': 0.9875578880310059, 'm': 0.01244206354022026})]",test
gʁ1dyk,grand-duc,m,m,"[('k', {'f': 0.42228180170059204, 'm': 0.577718198299408}), ('y', {'f': 0.38056129217147827, 'm': 0.6194387674331665}), ('d', {'f': 0.07661302387714386, 'm': 0.9233869910240173}), ('1', {'f': 0.1450100690126419, 'm': 0.8549899458885193}), ('ʁ', {'f': 0.26880428194999695, 'm': 0.7311957478523254}), ('g', {'f': 0.28358858823776245, 'm': 0.7164114117622375})]",test
laskaʁ,lascar,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('a', {'f': 0.6709359884262085, 'm': 0.3290640115737915}), ('k', {'f': 0.2523372769355774, 'm': 0.7476627230644226}), ('s', {'f': 0.11172027885913849, 'm': 0.8882797360420227}), ('a', {'f': 0.21634799242019653, 'm': 0.7836520671844482}), ('l', {'f': 0.0664878562092781, 'm': 0.9335120916366577})]",test
Eksit1,excitant,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('t', {'f': 0.02457558363676071, 'm': 0.9754244089126587}), ('i', {'f': 0.011339640244841576, 'm': 0.9886603355407715}), ('s', {'f': 0.004792512394487858, 'm': 0.9952074885368347}), ('k', {'f': 0.0013600288657471538, 'm': 0.9986400008201599}), ('E', {'f': 0.0010881751077249646, 'm': 0.9989118576049805})]",test
paləto,paletot,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('t', {'f': 0.08182127773761749, 'm': 0.9181787967681885}), ('ə', {'f': 0.13691022992134094, 'm': 0.8630897998809814}), ('l', {'f': 0.1769055277109146, 'm': 0.8230944275856018}), ('a', {'f': 0.06542100757360458, 'm': 0.9345789551734924}), ('p', {'f': 0.11499453336000443, 'm': 0.885005533695221})]",test
pɛʁluz,perlouse,f,f,"[('z', {'f': 0.1610153466463089, 'm': 0.8389846086502075}), ('u', {'f': 0.7536985874176025, 'm': 0.24630145728588104}), ('l', {'f': 0.8285350203514099, 'm': 0.1714649647474289}), ('ʁ', {'f': 0.8200080990791321, 'm': 0.1799919456243515}), ('ɛ', {'f': 0.8609042763710022, 'm': 0.13909579813480377}), ('p', {'f': 0.9930304884910583, 'm': 0.006969552021473646})]",test
kwafyʁ,coiffure,f,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('y', {'f': 0.4301777780056, 'm': 0.5698221921920776}), ('f', {'f': 0.7356100678443909, 'm': 0.26438993215560913}), ('a', {'f': 0.886134684085846, 'm': 0.11386536061763763}), ('w', {'f': 0.7125377655029297, 'm': 0.2874622642993927}), ('k', {'f': 0.8100005388259888, 'm': 0.18999941647052765})]",test
pEizan,paysanne,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('a', {'f': 0.7083975076675415, 'm': 0.2916024923324585}), ('z', {'f': 0.7432910799980164, 'm': 0.25670892000198364}), ('i', {'f': 0.6022042632102966, 'm': 0.39779576659202576}), ('E', {'f': 0.9064279198646545, 'm': 0.09357211738824844}), ('p', {'f': 0.8064342141151428, 'm': 0.1935657113790512})]",test
ɔʁg1di,organdi,m,m,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('d', {'f': 0.08904998749494553, 'm': 0.9109500050544739}), ('1', {'f': 0.04722096771001816, 'm': 0.9527790546417236}), ('g', {'f': 0.028243783861398697, 'm': 0.9717562198638916}), ('ʁ', {'f': 0.01339700911194086, 'm': 0.9866030216217041}), ('ɔ', {'f': 0.030409421771764755, 'm': 0.9695906043052673})]",test
ɥisəʁi,huisserie,f,f,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('ʁ', {'f': 0.43560338020324707, 'm': 0.5643966197967529}), ('ə', {'f': 0.4539593458175659, 'm': 0.5460405945777893}), ('s', {'f': 0.9089710116386414, 'm': 0.09102900326251984}), ('i', {'f': 0.9986940026283264, 'm': 0.0013060420751571655}), ('ɥ', {'f': 0.9999417066574097, 'm': 5.832023452967405e-05})]",test
1pɔʁte,emportée,m,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('t', {'f': 0.15193769335746765, 'm': 0.84806227684021}), ('ʁ', {'f': 0.11847714334726334, 'm': 0.8815227746963501}), ('ɔ', {'f': 0.41740280389785767, 'm': 0.5825972557067871}), ('p', {'f': 0.710283100605011, 'm': 0.2897169589996338}), ('1', {'f': 0.2117462158203125, 'm': 0.7882537841796875})]",test
s3dʁom,syndrome,m,m,"[('m', {'f': 0.5900589823722839, 'm': 0.40994101762771606}), ('o', {'f': 0.7286462783813477, 'm': 0.27135375142097473}), ('ʁ', {'f': 0.4690304398536682, 'm': 0.530969500541687}), ('d', {'f': 0.05330249294638634, 'm': 0.946697473526001}), ('3', {'f': 0.0017868034774437547, 'm': 0.9982131719589233}), ('s', {'f': 0.0011758034816011786, 'm': 0.9988241791725159})]",test
skipœʁ,skipper,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('p', {'f': 0.4894450008869171, 'm': 0.5105549693107605}), ('i', {'f': 0.2061184048652649, 'm': 0.7938815951347351}), ('k', {'f': 0.04185063764452934, 'm': 0.9581493139266968}), ('s', {'f': 0.026438379660248756, 'm': 0.9735616445541382})]",test
naʁsis,narcisse,m,m,"[('s', {'f': 0.5474900007247925, 'm': 0.4525099992752075}), ('i', {'f': 0.49752435088157654, 'm': 0.5024756193161011}), ('s', {'f': 0.40459567308425903, 'm': 0.5954042673110962}), ('ʁ', {'f': 0.14962990581989288, 'm': 0.8503701090812683}), ('a', {'f': 0.14095863699913025, 'm': 0.8590413928031921}), ('n', {'f': 0.13113340735435486, 'm': 0.8688665628433228})]",test
faktɔm,factum,m,m,"[('m', {'f': 0.5900589823722839, 'm': 0.40994101762771606}), ('ɔ', {'f': 0.3878921568393707, 'm': 0.6121078729629517}), ('t', {'f': 0.2700451910495758, 'm': 0.7299547791481018}), ('k', {'f': 0.13311520218849182, 'm': 0.8668847680091858}), ('a', {'f': 0.054959870874881744, 'm': 0.9450401067733765}), ('f', {'f': 0.009328062646090984, 'm': 0.9906719923019409})]",test
dyʁij2,durillon,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('j', {'f': 0.04077846184372902, 'm': 0.9592215418815613}), ('i', {'f': 0.005218432284891605, 'm': 0.9947815537452698}), ('ʁ', {'f': 0.0010838056914508343, 'm': 0.9989162683486938}), ('y', {'f': 0.0004583290428854525, 'm': 0.9995416402816772}), ('d', {'f': 0.0001111048404709436, 'm': 0.9998888969421387})]",test
maladi,maladie,m,f,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('d', {'f': 0.08904998749494553, 'm': 0.9109500050544739}), ('a', {'f': 0.025525961071252823, 'm': 0.9744740724563599}), ('l', {'f': 0.04225436598062515, 'm': 0.9577456712722778}), ('a', {'f': 0.42101210355758667, 'm': 0.5789878964424133}), ('m', {'f': 0.29269763827323914, 'm': 0.7073023915290833})]",test
istwaʁ,histoire,m,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('a', {'f': 0.6709359884262085, 'm': 0.3290640115737915}), ('w', {'f': 0.2703936994075775, 'm': 0.7296062707901001}), ('t', {'f': 0.2402258813381195, 'm': 0.7597740888595581}), ('s', {'f': 0.2681238651275635, 'm': 0.7318761944770813}), ('i', {'f': 0.48785802721977234, 'm': 0.51214200258255})]",test
tymylt,tumulte,f,m,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('l', {'f': 0.721806526184082, 'm': 0.27819350361824036}), ('y', {'f': 0.8770102858543396, 'm': 0.12298967689275742}), ('m', {'f': 0.9539421796798706, 'm': 0.0460578091442585}), ('y', {'f': 0.7688953280448914, 'm': 0.23110467195510864}), ('t', {'f': 0.563621997833252, 'm': 0.4363780617713928})]",test
ʒimnaz,gymnase,f,m,"[('z', {'f': 0.1610153466463089, 'm': 0.8389846086502075}), ('a', {'f': 0.3047125041484833, 'm': 0.6952874660491943}), ('n', {'f': 0.5649112462997437, 'm': 0.43508875370025635}), ('m', {'f': 0.7787994146347046, 'm': 0.2212005853652954}), ('i', {'f': 0.965569019317627, 'm': 0.03443095088005066}), ('ʒ', {'f': 0.9819222688674927, 'm': 0.018077712506055832})]",test
ʒinɛst,gineste,m,m,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('s', {'f': 0.2825208306312561, 'm': 0.7174791693687439}), ('ɛ', {'f': 0.27282223105430603, 'm': 0.7271777987480164}), ('n', {'f': 0.20822395384311676, 'm': 0.7917760014533997}), ('i', {'f': 0.15045447647571564, 'm': 0.8495455384254456}), ('ʒ', {'f': 0.3204818367958069, 'm': 0.6795181632041931})]",test
1kʁije,encrier,m,m,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('j', {'f': 0.04428623244166374, 'm': 0.95571368932724}), ('i', {'f': 0.3034287691116333, 'm': 0.6965712308883667}), ('ʁ', {'f': 0.3571217656135559, 'm': 0.6428782343864441}), ('k', {'f': 0.13890767097473145, 'm': 0.8610923290252686}), ('1', {'f': 0.06919524073600769, 'm': 0.9308047890663147})]",test
sEnjɔʁ,senior,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('ɔ', {'f': 0.4541477859020233, 'm': 0.5458522439002991}), ('j', {'f': 0.055205926299095154, 'm': 0.9447940587997437}), ('n', {'f': 0.1148274764418602, 'm': 0.8851724863052368}), ('E', {'f': 0.10072863847017288, 'm': 0.8992713093757629}), ('s', {'f': 0.22931189835071564, 'm': 0.7706881165504456})]",test
k2kyb3,concubin,m,m,"[('3', {'f': 0.24239523708820343, 'm': 0.7576047778129578}), ('b', {'f': 0.03294403851032257, 'm': 0.9670559763908386}), ('y', {'f': 0.0032156265806406736, 'm': 0.9967843294143677}), ('k', {'f': 0.0013609877787530422, 'm': 0.9986390471458435}), ('2', {'f': 0.001104041002690792, 'm': 0.9988958835601807}), ('k', {'f': 0.0007010928820818663, 'm': 0.9992989301681519})]",test
katkaʁ,quatre-quarts,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('a', {'f': 0.6709359884262085, 'm': 0.3290640115737915}), ('k', {'f': 0.2523372769355774, 'm': 0.7476627230644226}), ('t', {'f': 0.08447453379631042, 'm': 0.9155254364013672}), ('a', {'f': 0.3319973051548004, 'm': 0.6680026650428772}), ('k', {'f': 0.15796315670013428, 'm': 0.842036783695221})]",test
kasulɛ,cassoulet,m,m,"[('ɛ', {'f': 0.28189393877983093, 'm': 0.7181060910224915}), ('l', {'f': 0.10855704545974731, 'm': 0.8914428949356079}), ('u', {'f': 0.023059574887156487, 'm': 0.976940393447876}), ('s', {'f': 0.007944868877530098, 'm': 0.9920551180839539}), ('a', {'f': 0.002999219810590148, 'm': 0.9970007538795471}), ('k', {'f': 0.0016930928686633706, 'm': 0.9983068704605103})]",test
ʁadzja,razzia,m,f,"[('a', {'f': 0.3019506335258484, 'm': 0.6980493068695068}), ('j', {'f': 0.03864239528775215, 'm': 0.9613575339317322}), ('z', {'f': 0.008484084159135818, 'm': 0.9915158748626709}), ('d', {'f': 0.10001824051141739, 'm': 0.8999817967414856}), ('a', {'f': 0.09435980767011642, 'm': 0.905640184879303}), ('ʁ', {'f': 0.15997062623500824, 'm': 0.8400293588638306})]",test
bʁizyʁ,brisure,f,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('y', {'f': 0.4301777780056, 'm': 0.5698221921920776}), ('z', {'f': 0.5606591105461121, 'm': 0.43934088945388794}), ('i', {'f': 0.99592125415802, 'm': 0.004078720696270466}), ('ʁ', {'f': 0.998410701751709, 'm': 0.0015892938245087862}), ('b', {'f': 0.9809337258338928, 'm': 0.019066300243139267})]",test
f1tas3,fantassin,m,m,"[('3', {'f': 0.24239523708820343, 'm': 0.7576047778129578}), ('s', {'f': 0.07542083412408829, 'm': 0.9245792031288147}), ('a', {'f': 0.055206749588251114, 'm': 0.9447932839393616}), ('t', {'f': 0.005512182600796223, 'm': 0.9944878220558167}), ('1', {'f': 0.00553264282643795, 'm': 0.9944673776626587}), ('f', {'f': 0.01017722487449646, 'm': 0.9898227453231812})]",test
al1bʁa,alhambra,m,f,"[('a', {'f': 0.3019506335258484, 'm': 0.6980493068695068}), ('ʁ', {'f': 0.10179253667593002, 'm': 0.898207426071167}), ('b', {'f': 0.1623629331588745, 'm': 0.8376370668411255}), ('1', {'f': 0.17428521811962128, 'm': 0.8257147669792175}), ('l', {'f': 0.28015831112861633, 'm': 0.7198416590690613}), ('a', {'f': 0.39981502294540405, 'm': 0.600184977054596})]",test
nɔʁɛst,nord-est,m,m,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('s', {'f': 0.2825208306312561, 'm': 0.7174791693687439}), ('ɛ', {'f': 0.27282223105430603, 'm': 0.7271777987480164}), ('ʁ', {'f': 0.30160078406333923, 'm': 0.6983991861343384}), ('ɔ', {'f': 0.3329976201057434, 'm': 0.6670023798942566}), ('n', {'f': 0.1195632815361023, 'm': 0.8804367184638977})]",test
vizjɛʁ,visière,f,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('ɛ', {'f': 0.25651222467422485, 'm': 0.7434877753257751}), ('j', {'f': 0.048626452684402466, 'm': 0.9513735771179199}), ('z', {'f': 0.10600053519010544, 'm': 0.893999457359314}), ('i', {'f': 0.987837553024292, 'm': 0.012162399478256702}), ('v', {'f': 0.9996389150619507, 'm': 0.00036105146864429116})]",test
lykaʁn,lucarne,m,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ʁ', {'f': 0.6586338877677917, 'm': 0.34136614203453064}), ('a', {'f': 0.8895937204360962, 'm': 0.11040624976158142}), ('k', {'f': 0.8653054237365723, 'm': 0.13469456136226654}), ('y', {'f': 0.6637114882469177, 'm': 0.33628860116004944}), ('l', {'f': 0.2679307460784912, 'm': 0.7320692539215088})]",test
bʁ1lba,branle-bas,m,m,"[('a', {'f': 0.3019506335258484, 'm': 0.6980493068695068}), ('b', {'f': 0.12052445858716965, 'm': 0.8794755339622498}), ('l', {'f': 0.02958226203918457, 'm': 0.9704177379608154}), ('1', {'f': 0.06193050742149353, 'm': 0.9380695223808289}), ('ʁ', {'f': 0.08216928690671921, 'm': 0.9178307056427002}), ('b', {'f': 0.29095181822776794, 'm': 0.7090482115745544})]",test
tɛndɛʁ,tender,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('ɛ', {'f': 0.25651222467422485, 'm': 0.7434877753257751}), ('d', {'f': 0.07181154191493988, 'm': 0.9281884431838989}), ('n', {'f': 0.10832339525222778, 'm': 0.8916766047477722}), ('ɛ', {'f': 0.14778070151805878, 'm': 0.8522193431854248}), ('t', {'f': 0.024150624871253967, 'm': 0.9758493900299072})]",test
jatag1,yatagan,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('g', {'f': 0.0649791806936264, 'm': 0.9350208640098572}), ('a', {'f': 0.03309546783566475, 'm': 0.9669044613838196}), ('t', {'f': 0.0005999949062243104, 'm': 0.9994000196456909}), ('a', {'f': 0.0032405206002295017, 'm': 0.9967594742774963}), ('j', {'f': 0.00036172589170746505, 'm': 0.9996383190155029})]",test
paʁkiŋ,parking,m,m,"[('ŋ', {'f': 0.5498241782188416, 'm': 0.45017576217651367}), ('i', {'f': 0.10907277464866638, 'm': 0.8909271955490112}), ('k', {'f': 0.013031168840825558, 'm': 0.9869688153266907}), ('ʁ', {'f': 0.003828231478109956, 'm': 0.996171772480011}), ('a', {'f': 0.0008835945627652109, 'm': 0.9991163611412048}), ('p', {'f': 0.0008081725682131946, 'm': 0.9991918206214905})]",test
dʒœmbo,jumbo,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('b', {'f': 0.052010055631399155, 'm': 0.9479900002479553}), ('m', {'f': 0.0173682551831007, 'm': 0.9826316833496094}), ('œ', {'f': 0.03668159246444702, 'm': 0.9633183479309082}), ('ʒ', {'f': 0.07053577154874802, 'm': 0.9294642210006714}), ('d', {'f': 0.09280230849981308, 'm': 0.9071976542472839})]",test
suʁmɥɛ,sourd-muet,m,m,"[('ɛ', {'f': 0.28189393877983093, 'm': 0.7181060910224915}), ('ɥ', {'f': 0.10869327932596207, 'm': 0.8913066983222961}), ('m', {'f': 0.13136959075927734, 'm': 0.8686304092407227}), ('ʁ', {'f': 0.08078909665346146, 'm': 0.9192108511924744}), ('u', {'f': 0.005714364815503359, 'm': 0.9942856431007385}), ('s', {'f': 0.00830219965428114, 'm': 0.9916977882385254})]",test
pjupju,pioupiou,m,m,"[('u', {'f': 0.7470362782478333, 'm': 0.25296369194984436}), ('j', {'f': 0.0272594653069973, 'm': 0.9727405309677124}), ('p', {'f': 0.009201619774103165, 'm': 0.9907983541488647}), ('u', {'f': 0.002923401305451989, 'm': 0.9970766305923462}), ('j', {'f': 0.0019086330430582166, 'm': 0.9980913996696472}), ('p', {'f': 0.0009176609455607831, 'm': 0.9990823268890381})]",test
Espjɔn,espionne,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɔ', {'f': 0.7106037735939026, 'm': 0.2893962264060974}), ('j', {'f': 0.3214724361896515, 'm': 0.6785275936126709}), ('p', {'f': 0.7065411806106567, 'm': 0.2934587895870209}), ('s', {'f': 0.2996905744075775, 'm': 0.7003094553947449}), ('E', {'f': 0.6489424109458923, 'm': 0.35105758905410767})]",test
fənɛtʁ,fenêtre,m,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('t', {'f': 0.4519643783569336, 'm': 0.5480356216430664}), ('ɛ', {'f': 0.2137681096792221, 'm': 0.7862318754196167}), ('n', {'f': 0.2816886305809021, 'm': 0.7183113694190979}), ('ə', {'f': 0.6210954785346985, 'm': 0.3789045214653015}), ('f', {'f': 0.43628445267677307, 'm': 0.5637155175209045})]",test
tʁutʁu,trou-trou,m,m,"[('u', {'f': 0.7470362782478333, 'm': 0.25296369194984436}), ('ʁ', {'f': 0.5295378565788269, 'm': 0.47046220302581787}), ('t', {'f': 0.13007204234600067, 'm': 0.8699279427528381}), ('u', {'f': 0.039131615310907364, 'm': 0.9608684182167053}), ('ʁ', {'f': 0.014351006597280502, 'm': 0.9856489896774292}), ('t', {'f': 0.005528768990188837, 'm': 0.9944711923599243})]",test
bʁ2ʃit,bronchite,f,f,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('i', {'f': 0.4214872121810913, 'm': 0.5785127878189087}), ('ʃ', {'f': 0.8611540198326111, 'm': 0.1388460248708725}), ('2', {'f': 0.837244987487793, 'm': 0.16275502741336823}), ('ʁ', {'f': 0.823765218257904, 'm': 0.17623481154441833}), ('b', {'f': 0.8629913926124573, 'm': 0.13700857758522034})]",test
