Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
dialyse,djaliz,f,f,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('i', {'f': 0.05423574894666672, 'm': 0.9457642436027527}), ('a', {'f': 0.4822179675102234, 'm': 0.5177820920944214}), ('l', {'f': 0.0009334316127933562, 'm': 0.9990665316581726}), ('y', {'f': 0.18912281095981598, 'm': 0.8108772039413452}), ('s', {'f': 0.010638929903507233, 'm': 0.9893609881401062}), ('e', {'f': 0.9618960618972778, 'm': 0.038103919476270676})]",test
brûlage,bʁylaʒ,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('r', {'f': 0.007942020893096924, 'm': 0.9920579791069031}), ('û', {'f': 0.07622598111629486, 'm': 0.923774003982544}), ('l', {'f': 0.00980974268168211, 'm': 0.9901902675628662}), ('a', {'f': 0.6624107360839844, 'm': 0.33758920431137085}), ('g', {'f': 0.000683778605889529, 'm': 0.9993162155151367}), ('e', {'f': 0.0008813071763142943, 'm': 0.9991187453269958})]",test
constat,k2sta,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('o', {'f': 0.044636357575654984, 'm': 0.9553636908531189}), ('n', {'f': 0.014783386141061783, 'm': 0.9852166175842285}), ('s', {'f': 0.002179209142923355, 'm': 0.9978208541870117}), ('t', {'f': 0.027891982346773148, 'm': 0.9721080660820007}), ('a', {'f': 0.3676838278770447, 'm': 0.6323162317276001}), ('t', {'f': 0.002230778569355607, 'm': 0.9977692365646362})]",test
mirador,miʁadɔʁ,m,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('i', {'f': 0.034956976771354675, 'm': 0.9650430679321289}), ('r', {'f': 0.12414281815290451, 'm': 0.8758571743965149}), ('a', {'f': 0.6458901166915894, 'm': 0.3541097939014435}), ('d', {'f': 0.007661507930606604, 'm': 0.9923384189605713}), ('o', {'f': 0.033806294202804565, 'm': 0.9661937355995178}), ('r', {'f': 0.027548814192414284, 'm': 0.9724512100219727})]",test
formica,fɔʁmika,m,m,"[('f', {'f': 0.10798577219247818, 'm': 0.89201420545578}), ('o', {'f': 0.024663709104061127, 'm': 0.9753363132476807}), ('r', {'f': 0.007979867048561573, 'm': 0.9920201897621155}), ('m', {'f': 0.04714154824614525, 'm': 0.9528585076332092}), ('i', {'f': 0.013564713299274445, 'm': 0.9864352345466614}), ('c', {'f': 0.06425806134939194, 'm': 0.9357419013977051}), ('a', {'f': 0.12529447674751282, 'm': 0.8747055530548096})]",test
matuche,matyʃ,f,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('t', {'f': 0.021470608189702034, 'm': 0.9785294532775879}), ('u', {'f': 0.028960486873984337, 'm': 0.9710394740104675}), ('c', {'f': 0.023215681314468384, 'm': 0.9767842888832092}), ('h', {'f': 0.031148139387369156, 'm': 0.9688518643379211}), ('e', {'f': 0.5914966464042664, 'm': 0.40850335359573364})]",test
centile,s1til,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('e', {'f': 0.49010077118873596, 'm': 0.5098992586135864}), ('n', {'f': 0.0006453099776990712, 'm': 0.9993546605110168}), ('t', {'f': 0.0005529585760086775, 'm': 0.9994470477104187}), ('i', {'f': 0.002756481757387519, 'm': 0.9972435235977173}), ('l', {'f': 0.007724233437329531, 'm': 0.9922757744789124}), ('e', {'f': 0.08897020667791367, 'm': 0.9110298752784729})]",test
soudeur,sudœʁ,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('o', {'f': 0.0531412698328495, 'm': 0.9468587636947632}), ('u', {'f': 0.017950601875782013, 'm': 0.9820494055747986}), ('d', {'f': 0.04259089007973671, 'm': 0.9574090838432312}), ('e', {'f': 0.31360119581222534, 'm': 0.6863988637924194}), ('u', {'f': 0.005431130062788725, 'm': 0.994568943977356}), ('r', {'f': 0.11504454910755157, 'm': 0.8849554657936096})]",test
scrutin,skʁyt3,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('c', {'f': 0.15859678387641907, 'm': 0.8414031863212585}), ('r', {'f': 0.0008126070606522262, 'm': 0.9991874098777771}), ('u', {'f': 0.0009742517140693963, 'm': 0.9990257024765015}), ('t', {'f': 0.001935652457177639, 'm': 0.9980643391609192}), ('i', {'f': 0.03449888154864311, 'm': 0.9655011296272278}), ('n', {'f': 0.008042193949222565, 'm': 0.9919577836990356})]",test
parenté,paʁ1te,m,f,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('a', {'f': 0.7065708637237549, 'm': 0.2934291362762451}), ('r', {'f': 0.0043341931886971, 'm': 0.9956658482551575}), ('e', {'f': 0.4391261637210846, 'm': 0.560873806476593}), ('n', {'f': 0.0020336227025836706, 'm': 0.9979664087295532}), ('t', {'f': 0.0003849199565593153, 'm': 0.9996150732040405}), ('é', {'f': 0.15958978235721588, 'm': 0.8404102921485901})]",test
soudure,sudyʁ,f,f,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('o', {'f': 0.0531412698328495, 'm': 0.9468587636947632}), ('u', {'f': 0.017950601875782013, 'm': 0.9820494055747986}), ('d', {'f': 0.04259089007973671, 'm': 0.9574090838432312}), ('u', {'f': 0.006229868158698082, 'm': 0.9937700629234314}), ('r', {'f': 0.11167576164007187, 'm': 0.8883242011070251}), ('e', {'f': 0.9661155343055725, 'm': 0.03388451412320137})]",test
guinche,g3ʃ,m,m,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('u', {'f': 0.0024076069239526987, 'm': 0.9975923895835876}), ('i', {'f': 0.004466711077839136, 'm': 0.9955332279205322}), ('n', {'f': 0.0016718076076358557, 'm': 0.9983281493186951}), ('c', {'f': 0.17976097762584686, 'm': 0.8202390074729919}), ('h', {'f': 0.009966833516955376, 'm': 0.9900330901145935}), ('e', {'f': 0.44508644938468933, 'm': 0.5549136400222778})]",test
tableau,tablo,m,m,"[('t', {'f': 0.024667123332619667, 'm': 0.9753329157829285}), ('a', {'f': 0.8562064170837402, 'm': 0.14379358291625977}), ('b', {'f': 0.007227814756333828, 'm': 0.9927721619606018}), ('l', {'f': 0.001915631117299199, 'm': 0.9980844259262085}), ('e', {'f': 0.3443729877471924, 'm': 0.6556269526481628}), ('a', {'f': 0.37389254570007324, 'm': 0.6261074542999268}), ('u', {'f': 0.001783988787792623, 'm': 0.9982159733772278})]",test
dessert,dEsɛʁ,m,m,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('e', {'f': 0.3008323609828949, 'm': 0.6991676688194275}), ('s', {'f': 0.17939913272857666, 'm': 0.8206008672714233}), ('s', {'f': 0.017387326806783676, 'm': 0.9826127290725708}), ('e', {'f': 0.987334132194519, 'm': 0.012665855698287487}), ('r', {'f': 0.0007471587741747499, 'm': 0.9992528557777405}), ('t', {'f': 0.018716489896178246, 'm': 0.9812834858894348})]",test
malabar,malabaʁ,m,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('l', {'f': 0.010879074223339558, 'm': 0.9891209006309509}), ('a', {'f': 0.34924644231796265, 'm': 0.6507535576820374}), ('b', {'f': 0.004545252770185471, 'm': 0.9954547882080078}), ('a', {'f': 0.2882680892944336, 'm': 0.7117319703102112}), ('r', {'f': 0.0012069897493347526, 'm': 0.9987930059432983})]",test
laxisme,laksizm,m,m,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('a', {'f': 0.7529245615005493, 'm': 0.24707546830177307}), ('x', {'f': 0.003676947206258774, 'm': 0.9963231086730957}), ('i', {'f': 0.009729422628879547, 'm': 0.9902706146240234}), ('s', {'f': 0.012860242277383804, 'm': 0.9871397614479065}), ('m', {'f': 0.6628763675689697, 'm': 0.33712366223335266}), ('e', {'f': 7.2564507718198e-05, 'm': 0.9999274015426636})]",test
arabica,aʁabika,m,m,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('r', {'f': 0.006778637878596783, 'm': 0.9932214021682739}), ('a', {'f': 0.4606132507324219, 'm': 0.5393866896629333}), ('b', {'f': 0.008118693716824055, 'm': 0.9918813109397888}), ('i', {'f': 0.009612766094505787, 'm': 0.9903872609138489}), ('c', {'f': 0.00501603540033102, 'm': 0.9949839115142822}), ('a', {'f': 0.39075013995170593, 'm': 0.6092498898506165})]",test
lunette,lynɛt,f,f,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('u', {'f': 0.008242164738476276, 'm': 0.9917578101158142}), ('n', {'f': 0.0007590432651340961, 'm': 0.9992409944534302}), ('e', {'f': 0.9987610578536987, 'm': 0.0012389507610350847}), ('t', {'f': 0.002249442506581545, 'm': 0.9977505803108215}), ('t', {'f': 0.6448118090629578, 'm': 0.35518819093704224}), ('e', {'f': 0.9996594190597534, 'm': 0.0003406056493986398})]",test
insecte,3sɛkt,m,m,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('s', {'f': 0.005289280787110329, 'm': 0.9947106838226318}), ('e', {'f': 0.947594940662384, 'm': 0.05240507423877716}), ('c', {'f': 0.013999372720718384, 'm': 0.9860005974769592}), ('t', {'f': 0.022227313369512558, 'm': 0.9777726531028748}), ('e', {'f': 0.02572125755250454, 'm': 0.9742787480354309})]",test
invitée,3vite,f,f,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('v', {'f': 0.2335844486951828, 'm': 0.766415536403656}), ('i', {'f': 0.008182374760508537, 'm': 0.9918176531791687}), ('t', {'f': 0.010345470160245895, 'm': 0.989654541015625}), ('é', {'f': 0.9997456669807434, 'm': 0.0002543389273341745}), ('e', {'f': 0.9270380735397339, 'm': 0.0729619711637497})]",test
outrage,utʁaʒ,m,m,"[('o', {'f': 0.06912952661514282, 'm': 0.9308704733848572}), ('u', {'f': 0.008494390174746513, 'm': 0.9915055632591248}), ('t', {'f': 0.025030339136719704, 'm': 0.9749696850776672}), ('r', {'f': 0.3431563079357147, 'm': 0.6568437218666077}), ('a', {'f': 0.15988416969776154, 'm': 0.8401158452033997}), ('g', {'f': 0.0002277112944284454, 'm': 0.9997722506523132}), ('e', {'f': 0.0011855779448524117, 'm': 0.9988144636154175})]",test
droguet,dʁOgɛ,m,m,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('r', {'f': 0.08931945264339447, 'm': 0.9106805324554443}), ('o', {'f': 0.02688208781182766, 'm': 0.9731178879737854}), ('g', {'f': 0.0007963075768202543, 'm': 0.9992037415504456}), ('u', {'f': 0.0006719982484355569, 'm': 0.9993280172348022}), ('e', {'f': 0.6224192380905151, 'm': 0.37758079171180725}), ('t', {'f': 0.0025503181386739016, 'm': 0.9974496960639954})]",test
dancing,d1siŋ,m,m,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('a', {'f': 0.6878436207771301, 'm': 0.3121563494205475}), ('n', {'f': 0.00039967044722288847, 'm': 0.999600350856781}), ('c', {'f': 0.0144252460449934, 'm': 0.9855747222900391}), ('i', {'f': 0.005601514130830765, 'm': 0.9943984150886536}), ('n', {'f': 0.002571879420429468, 'm': 0.9974281191825867}), ('g', {'f': 0.1726420819759369, 'm': 0.8273578882217407})]",test
gymnase,ʒimnaz,f,m,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('y', {'f': 0.005677130538970232, 'm': 0.9943228960037231}), ('m', {'f': 0.4244100749492645, 'm': 0.5755898952484131}), ('n', {'f': 0.0015009950147941709, 'm': 0.9984990358352661}), ('a', {'f': 0.14702725410461426, 'm': 0.8529727458953857}), ('s', {'f': 0.0011442956747487187, 'm': 0.998855710029602}), ('e', {'f': 0.977375864982605, 'm': 0.022624116390943527})]",test
phtisie,ftizi,f,f,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('h', {'f': 0.11556325852870941, 'm': 0.8844367265701294}), ('t', {'f': 0.014254389330744743, 'm': 0.9857455492019653}), ('i', {'f': 0.028930621221661568, 'm': 0.9710693955421448}), ('s', {'f': 0.022954333573579788, 'm': 0.9770456552505493}), ('i', {'f': 0.2025306224822998, 'm': 0.797469437122345}), ('e', {'f': 0.9441240429878235, 'm': 0.05587596818804741})]",test
biberon,bibəʁ2,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('i', {'f': 0.026563333347439766, 'm': 0.9734366536140442}), ('b', {'f': 0.03508446365594864, 'm': 0.9649155139923096}), ('e', {'f': 0.5540012717247009, 'm': 0.4459987282752991}), ('r', {'f': 0.0007891989662311971, 'm': 0.9992107152938843}), ('o', {'f': 0.024786217138171196, 'm': 0.9752138257026672}), ('n', {'f': 0.00037887279177084565, 'm': 0.9996211528778076})]",test
bidasse,bidas,f,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('i', {'f': 0.026563333347439766, 'm': 0.9734366536140442}), ('d', {'f': 0.017690502107143402, 'm': 0.9823095202445984}), ('a', {'f': 0.7627323269844055, 'm': 0.23726770281791687}), ('s', {'f': 0.06530425697565079, 'm': 0.9346957206726074}), ('s', {'f': 0.002529030665755272, 'm': 0.9974709749221802}), ('e', {'f': 0.8477045893669128, 'm': 0.15229548513889313})]",test
sarcome,saʁkom,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('a', {'f': 0.7645266652107239, 'm': 0.2354733645915985}), ('r', {'f': 0.0014101704582571983, 'm': 0.998589813709259}), ('c', {'f': 0.003814714727923274, 'm': 0.9961852431297302}), ('o', {'f': 0.017860226333141327, 'm': 0.9821397662162781}), ('m', {'f': 0.0809561163187027, 'm': 0.9190438985824585}), ('e', {'f': 0.0010855854488909245, 'm': 0.9989144802093506})]",test
algèbre,alʒɛbʁ,m,f,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('l', {'f': 0.007113004568964243, 'm': 0.9928869605064392}), ('g', {'f': 0.020449519157409668, 'm': 0.9795504808425903}), ('è', {'f': 0.051086004823446274, 'm': 0.9489139318466187}), ('b', {'f': 0.0027488218620419502, 'm': 0.9972512125968933}), ('r', {'f': 0.0021691725123673677, 'm': 0.9978308081626892}), ('e', {'f': 0.1565263271331787, 'm': 0.8434736728668213})]",test
gravure,gʁavyʁ,f,f,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('r', {'f': 0.0027257706969976425, 'm': 0.9972742199897766}), ('a', {'f': 0.3154570460319519, 'm': 0.6845429539680481}), ('v', {'f': 0.030369773507118225, 'm': 0.9696303009986877}), ('u', {'f': 0.0034580654464662075, 'm': 0.9965419173240662}), ('r', {'f': 0.02821010909974575, 'm': 0.9717898964881897}), ('e', {'f': 0.9930532574653625, 'm': 0.006946685258299112})]",test
maraude,maʁod,f,f,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('r', {'f': 0.05060015991330147, 'm': 0.9493997693061829}), ('a', {'f': 0.5218731164932251, 'm': 0.4781269133090973}), ('u', {'f': 0.0072505660355091095, 'm': 0.9927494525909424}), ('d', {'f': 0.01373844314366579, 'm': 0.9862615466117859}), ('e', {'f': 0.9559987783432007, 'm': 0.044001299887895584})]",test
censure,s1syʁ,f,f,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('e', {'f': 0.49010077118873596, 'm': 0.5098992586135864}), ('n', {'f': 0.0006453099776990712, 'm': 0.9993546605110168}), ('s', {'f': 0.002360564423725009, 'm': 0.9976394176483154}), ('u', {'f': 0.0059515428729355335, 'm': 0.9940484762191772}), ('r', {'f': 0.017907314002513885, 'm': 0.9820927381515503}), ('e', {'f': 0.994278073310852, 'm': 0.005721931345760822})]",test
chiotte,ʃjɔt,m,f,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('h', {'f': 0.023787114769220352, 'm': 0.9762128591537476}), ('i', {'f': 0.019639702513813972, 'm': 0.9803603291511536}), ('o', {'f': 0.052235301584005356, 'm': 0.9477646350860596}), ('t', {'f': 0.3093976378440857, 'm': 0.6906023621559143}), ('t', {'f': 0.018123013898730278, 'm': 0.9818769693374634}), ('e', {'f': 0.727803647518158, 'm': 0.27219635248184204})]",test
momerie,mOməʁi,f,f,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('o', {'f': 0.08861862123012543, 'm': 0.9113813042640686}), ('m', {'f': 0.016238223761320114, 'm': 0.983761727809906}), ('e', {'f': 0.33060213923454285, 'm': 0.6693978905677795}), ('r', {'f': 0.06703096628189087, 'm': 0.9329690337181091}), ('i', {'f': 0.11631519347429276, 'm': 0.8836848139762878}), ('e', {'f': 0.9994320273399353, 'm': 0.0005680036265403032})]",test
haubert,obɛʁ,m,m,"[('h', {'f': 0.13247181475162506, 'm': 0.8675282001495361}), ('a', {'f': 0.7498143911361694, 'm': 0.2501855492591858}), ('u', {'f': 0.01857891120016575, 'm': 0.9814210534095764}), ('b', {'f': 0.07292231917381287, 'm': 0.9270777106285095}), ('e', {'f': 0.07294303178787231, 'm': 0.9270569086074829}), ('r', {'f': 0.009022615849971771, 'm': 0.99097740650177}), ('t', {'f': 0.03730297461152077, 'm': 0.9626970291137695})]",test
redoute,ʁədut,m,f,"[('r', {'f': 0.04543609917163849, 'm': 0.9545638561248779}), ('e', {'f': 0.36522576212882996, 'm': 0.6347742080688477}), ('d', {'f': 0.01855507493019104, 'm': 0.9814448952674866}), ('o', {'f': 0.03381919115781784, 'm': 0.9661808013916016}), ('u', {'f': 0.007291341666132212, 'm': 0.992708683013916}), ('t', {'f': 0.009823137894272804, 'm': 0.9901768565177917}), ('e', {'f': 0.4233645796775818, 'm': 0.576635479927063})]",test
primate,pʁimat,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('r', {'f': 0.025996025651693344, 'm': 0.9740039706230164}), ('i', {'f': 0.031416960060596466, 'm': 0.9685830473899841}), ('m', {'f': 0.022765591740608215, 'm': 0.9772344827651978}), ('a', {'f': 0.23022480309009552, 'm': 0.7697751522064209}), ('t', {'f': 0.0023321707267314196, 'm': 0.9976678490638733}), ('e', {'f': 0.20378808677196503, 'm': 0.7962118983268738})]",test
anxieux,1ksjø,m,m,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('n', {'f': 0.0013957421761006117, 'm': 0.9986042380332947}), ('x', {'f': 0.02848571352660656, 'm': 0.9715142846107483}), ('i', {'f': 0.0031549734994769096, 'm': 0.996845006942749}), ('e', {'f': 0.9990118741989136, 'm': 0.0009881308069452643}), ('u', {'f': 0.013413000851869583, 'm': 0.9865869879722595}), ('x', {'f': 0.002934599993750453, 'm': 0.9970653653144836})]",test
baraque,baʁak,f,f,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('a', {'f': 0.5108013153076172, 'm': 0.48919862508773804}), ('r', {'f': 0.002348422072827816, 'm': 0.9976516366004944}), ('a', {'f': 0.3328758180141449, 'm': 0.6671242117881775}), ('q', {'f': 0.0323130302131176, 'm': 0.9676869511604309}), ('u', {'f': 0.004431703127920628, 'm': 0.9955683350563049}), ('e', {'f': 0.6997343301773071, 'm': 0.30026569962501526})]",test
galetas,galəta,m,m,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('a', {'f': 0.27643081545829773, 'm': 0.7235691547393799}), ('l', {'f': 0.005810759961605072, 'm': 0.9941892623901367}), ('e', {'f': 0.95733642578125, 'm': 0.04266355559229851}), ('t', {'f': 0.0032438288908451796, 'm': 0.9967561364173889}), ('a', {'f': 0.9621065258979797, 'm': 0.037893470376729965}), ('s', {'f': 0.1310083568096161, 'm': 0.8689916729927063})]",test
portail,pɔʁtaj,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('o', {'f': 0.09515640884637833, 'm': 0.9048436284065247}), ('r', {'f': 0.007502748165279627, 'm': 0.9924973249435425}), ('t', {'f': 0.025483211502432823, 'm': 0.974516749382019}), ('a', {'f': 0.6346032023429871, 'm': 0.36539676785469055}), ('i', {'f': 0.0068129305727779865, 'm': 0.9931870698928833}), ('l', {'f': 0.006633605342358351, 'm': 0.9933664202690125})]",test
maltais,maltɛ,m,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('l', {'f': 0.010879074223339558, 'm': 0.9891209006309509}), ('t', {'f': 0.010723243467509747, 'm': 0.9892767667770386}), ('a', {'f': 0.6805552244186401, 'm': 0.3194447457790375}), ('i', {'f': 0.008246136829257011, 'm': 0.9917538166046143}), ('s', {'f': 0.033666256815195084, 'm': 0.9663337469100952})]",test
bustier,bystje,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('u', {'f': 0.014075837098062038, 'm': 0.9859241843223572}), ('s', {'f': 0.0041037918999791145, 'm': 0.9958962202072144}), ('t', {'f': 0.0788937583565712, 'm': 0.9211062788963318}), ('i', {'f': 0.034117914736270905, 'm': 0.9658821225166321}), ('e', {'f': 0.9988916516304016, 'm': 0.001108362223021686}), ('r', {'f': 0.0008225180208683014, 'm': 0.9991775155067444})]",test
miracle,miʁakl,m,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('i', {'f': 0.034956976771354675, 'm': 0.9650430679321289}), ('r', {'f': 0.12414281815290451, 'm': 0.8758571743965149}), ('a', {'f': 0.6458901166915894, 'm': 0.3541097939014435}), ('c', {'f': 0.007452984806150198, 'm': 0.9925469756126404}), ('l', {'f': 0.0017820352222770452, 'm': 0.9982179999351501}), ('e', {'f': 0.0074393255636096, 'm': 0.9925606846809387})]",test
logement,lɔʒəm1,m,m,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('o', {'f': 0.04339984804391861, 'm': 0.9566001892089844}), ('g', {'f': 0.004386967979371548, 'm': 0.9956129789352417}), ('e', {'f': 0.12195976078510284, 'm': 0.8780402541160583}), ('m', {'f': 0.002315936842933297, 'm': 0.9976840019226074}), ('e', {'f': 0.014357488602399826, 'm': 0.9856424927711487}), ('n', {'f': 0.0021190440747886896, 'm': 0.9978808760643005}), ('t', {'f': 0.0002164579782402143, 'm': 0.9997835755348206})]",test
intitulé,3tityle,m,m,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('t', {'f': 0.06517203897237778, 'm': 0.934827983379364}), ('i', {'f': 0.0302748866379261, 'm': 0.9697251319885254}), ('t', {'f': 0.13353005051612854, 'm': 0.8664699196815491}), ('u', {'f': 0.8334733247756958, 'm': 0.16652671992778778}), ('l', {'f': 0.024754710495471954, 'm': 0.9752452373504639}), ('é', {'f': 0.04112119600176811, 'm': 0.958878755569458})]",test
verrière,vɛʁjɛʁ,f,f,"[('v', {'f': 0.4955357015132904, 'm': 0.5044642686843872}), ('e', {'f': 0.8228650689125061, 'm': 0.17713499069213867}), ('r', {'f': 0.05422058701515198, 'm': 0.9457794427871704}), ('r', {'f': 0.1567017287015915, 'm': 0.8432982563972473}), ('i', {'f': 0.14168812334537506, 'm': 0.8583118915557861}), ('è', {'f': 0.9548946022987366, 'm': 0.04510531574487686}), ('r', {'f': 0.016807200387120247, 'm': 0.9831928014755249}), ('e', {'f': 0.8706455230712891, 'm': 0.12935446202754974})]",test
trottoir,tʁOtwaʁ,m,m,"[('t', {'f': 0.024667123332619667, 'm': 0.9753329157829285}), ('r', {'f': 0.2572518587112427, 'm': 0.7427481412887573}), ('o', {'f': 0.00888906605541706, 'm': 0.9911109209060669}), ('t', {'f': 0.00111237948294729, 'm': 0.9988875985145569}), ('t', {'f': 0.06193704530596733, 'm': 0.9380629062652588}), ('o', {'f': 0.010578970424830914, 'm': 0.989421010017395}), ('i', {'f': 0.0025847957003861666, 'm': 0.9974151849746704}), ('r', {'f': 0.01209194678813219, 'm': 0.9879080653190613})]",test
scarabée,skaʁabe,f,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('c', {'f': 0.15859678387641907, 'm': 0.8414031863212585}), ('a', {'f': 0.03887135535478592, 'm': 0.9611286520957947}), ('r', {'f': 0.0001677027903497219, 'm': 0.999832272529602}), ('a', {'f': 0.21320971846580505, 'm': 0.7867903113365173}), ('b', {'f': 0.0012356073129922152, 'm': 0.9987643957138062}), ('é', {'f': 0.0011721992632374167, 'm': 0.9988277554512024}), ('e', {'f': 0.9193128943443298, 'm': 0.08068706840276718})]",test
demeurée,dəmØʁe,f,f,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('e', {'f': 0.3008323609828949, 'm': 0.6991676688194275}), ('m', {'f': 0.01115646306425333, 'm': 0.988843560218811}), ('e', {'f': 0.08945494145154953, 'm': 0.9105451107025146}), ('u', {'f': 0.008294289000332355, 'm': 0.9917057752609253}), ('r', {'f': 0.3026553690433502, 'm': 0.6973446011543274}), ('é', {'f': 0.018263423815369606, 'm': 0.9817365407943726}), ('e', {'f': 0.9990026354789734, 'm': 0.0009974065469577909})]",test
agacerie,agasəʁi,f,f,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('g', {'f': 0.010088087059557438, 'm': 0.9899119734764099}), ('a', {'f': 0.0721239522099495, 'm': 0.9278760552406311}), ('c', {'f': 0.008493720553815365, 'm': 0.9915062785148621}), ('e', {'f': 0.9029799699783325, 'm': 0.09702000021934509}), ('r', {'f': 0.0009612596477381885, 'm': 0.999038815498352}), ('i', {'f': 0.007893254049122334, 'm': 0.9921067953109741}), ('e', {'f': 0.9999825954437256, 'm': 1.740767402225174e-05})]",test
arthrose,aʁtʁoz,f,f,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('r', {'f': 0.006778637878596783, 'm': 0.9932214021682739}), ('t', {'f': 0.005972720682621002, 'm': 0.9940272569656372}), ('h', {'f': 0.05732957273721695, 'm': 0.9426704049110413}), ('r', {'f': 0.026699021458625793, 'm': 0.9733009934425354}), ('o', {'f': 0.006961853243410587, 'm': 0.9930381178855896}), ('s', {'f': 0.0008604233153164387, 'm': 0.9991395473480225}), ('e', {'f': 0.9626734852790833, 'm': 0.03732645511627197})]",test
bombance,b2b1s,f,f,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('o', {'f': 0.05120176449418068, 'm': 0.9487982392311096}), ('m', {'f': 0.015112165361642838, 'm': 0.9848878383636475}), ('b', {'f': 0.005040678661316633, 'm': 0.9949592351913452}), ('a', {'f': 0.40131786465644836, 'm': 0.598682165145874}), ('n', {'f': 0.0002998392446897924, 'm': 0.9997001886367798}), ('c', {'f': 0.009973292239010334, 'm': 0.9900267124176025}), ('e', {'f': 0.9998948574066162, 'm': 0.00010518796625547111})]",test
quenotte,kənɔt,f,f,"[('q', {'f': 0.3871300518512726, 'm': 0.612869918346405}), ('u', {'f': 0.058812279254198074, 'm': 0.9411876797676086}), ('e', {'f': 0.5241772532463074, 'm': 0.47582268714904785}), ('n', {'f': 0.0036727110855281353, 'm': 0.9963272213935852}), ('o', {'f': 0.017178013920783997, 'm': 0.9828220009803772}), ('t', {'f': 0.0030296032782644033, 'm': 0.9969704151153564}), ('t', {'f': 0.060822516679763794, 'm': 0.9391774535179138}), ('e', {'f': 0.7577736973762512, 'm': 0.24222633242607117})]",test
