Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
bédouine,bEdwin,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('i', {'f': 0.1010248139500618, 'm': 0.8989751935005188}), ('u', {'f': 0.6930004954338074, 'm': 0.306999534368515}), ('o', {'f': 0.9726851582527161, 'm': 0.02731485106050968}), ('d', {'f': 0.9905293583869934, 'm': 0.009470680728554726}), ('é', {'f': 0.9962372779846191, 'm': 0.0037627459969371557}), ('b', {'f': 0.9985890984535217, 'm': 0.001410859520547092})]",test
paradoxe,paʁadɔks,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('x', {'f': 0.28138554096221924, 'm': 0.7186144590377808}), ('o', {'f': 0.3886937201023102, 'm': 0.6113063097000122}), ('d', {'f': 0.6162644624710083, 'm': 0.3837354779243469}), ('a', {'f': 0.4027809202671051, 'm': 0.5972191095352173}), ('r', {'f': 0.3428889513015747, 'm': 0.6571111083030701}), ('a', {'f': 0.25412827730178833, 'm': 0.7458717823028564}), ('p', {'f': 0.29205411672592163, 'm': 0.7079458832740784})]",test
archipel,aʁʃipɛl,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('e', {'f': 0.22621004283428192, 'm': 0.7737899422645569}), ('p', {'f': 0.33959075808525085, 'm': 0.6604092121124268}), ('i', {'f': 0.03147204592823982, 'm': 0.9685280323028564}), ('h', {'f': 0.012229380197823048, 'm': 0.9877705574035645}), ('c', {'f': 0.006896554958075285, 'm': 0.9931035041809082}), ('r', {'f': 0.002691370900720358, 'm': 0.997308611869812}), ('a', {'f': 0.0003636219771578908, 'm': 0.9996364116668701})]",test
parcelle,paʁsɛl,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('l', {'f': 0.3673112094402313, 'm': 0.6326887607574463}), ('l', {'f': 0.8944872617721558, 'm': 0.10551276057958603}), ('e', {'f': 0.8515562415122986, 'm': 0.1484437733888626}), ('c', {'f': 0.9052486419677734, 'm': 0.09475129097700119}), ('r', {'f': 0.9236366748809814, 'm': 0.07636327296495438}), ('a', {'f': 0.6569644808769226, 'm': 0.3430355191230774}), ('p', {'f': 0.6225244402885437, 'm': 0.3774755299091339})]",test
blanchon,bl1ʃ2,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('o', {'f': 0.1912062019109726, 'm': 0.8087937831878662}), ('h', {'f': 0.04538402706384659, 'm': 0.9546160101890564}), ('c', {'f': 0.010401396080851555, 'm': 0.9895986318588257}), ('n', {'f': 0.009956948459148407, 'm': 0.990043044090271}), ('a', {'f': 0.0011518197134137154, 'm': 0.9988481998443604}), ('l', {'f': 0.015365038067102432, 'm': 0.9846349358558655}), ('b', {'f': 0.003068051300942898, 'm': 0.9969319105148315})]",test
vitamine,vitamin,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('i', {'f': 0.1010248139500618, 'm': 0.8989751935005188}), ('m', {'f': 0.6817951202392578, 'm': 0.31820493936538696}), ('a', {'f': 0.9123327136039734, 'm': 0.08766727149486542}), ('t', {'f': 0.925745964050293, 'm': 0.07425403594970703}), ('i', {'f': 0.9672666192054749, 'm': 0.03273339569568634}), ('v', {'f': 0.9821120500564575, 'm': 0.017887983471155167})]",test
waterman,watœʁman,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('a', {'f': 0.07979101687669754, 'm': 0.9202090501785278}), ('m', {'f': 0.03596329689025879, 'm': 0.9640367031097412}), ('r', {'f': 0.01152209285646677, 'm': 0.988477885723114}), ('e', {'f': 0.005986603442579508, 'm': 0.9940133690834045}), ('t', {'f': 0.002154479967430234, 'm': 0.9978455305099487}), ('a', {'f': 0.0006145767401903868, 'm': 0.9993853569030762}), ('w', {'f': 0.0058534773997962475, 'm': 0.994146466255188})]",test
gisement,ʒizəm1,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('n', {'f': 0.2610841393470764, 'm': 0.7389158606529236}), ('e', {'f': 0.08070939779281616, 'm': 0.9192906618118286}), ('m', {'f': 0.019236242398619652, 'm': 0.9807637929916382}), ('e', {'f': 0.0011868684086948633, 'm': 0.9988131523132324}), ('s', {'f': 0.0012827421305701137, 'm': 0.9987173080444336}), ('i', {'f': 0.00026924084522761405, 'm': 0.9997307658195496}), ('g', {'f': 0.00018643168732523918, 'm': 0.9998136162757874})]",test
giration,ʒiʁasj2,f,f,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('o', {'f': 0.1912062019109726, 'm': 0.8087937831878662}), ('i', {'f': 0.12472730875015259, 'm': 0.8752726912498474}), ('t', {'f': 0.6726282835006714, 'm': 0.327371746301651}), ('a', {'f': 0.8644739389419556, 'm': 0.13552606105804443}), ('r', {'f': 0.9880749583244324, 'm': 0.011925018392503262}), ('i', {'f': 0.9988182187080383, 'm': 0.0011817641789093614}), ('g', {'f': 0.999531626701355, 'm': 0.00046842251322232187})]",test
secousse,səkus,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('s', {'f': 0.05874776095151901, 'm': 0.9412522912025452}), ('s', {'f': 0.25465258955955505, 'm': 0.7453474402427673}), ('u', {'f': 0.49537914991378784, 'm': 0.5046208500862122}), ('o', {'f': 0.8402726054191589, 'm': 0.1597273200750351}), ('c', {'f': 0.8938244581222534, 'm': 0.10617553442716599}), ('e', {'f': 0.8866884112358093, 'm': 0.11331155151128769}), ('s', {'f': 0.7673247456550598, 'm': 0.23267525434494019})]",test
boutefeu,butəfø,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('e', {'f': 0.17482976615428925, 'm': 0.8251702189445496}), ('f', {'f': 0.05784551054239273, 'm': 0.9421544671058655}), ('e', {'f': 0.0050979312509298325, 'm': 0.9949020147323608}), ('t', {'f': 0.012064937502145767, 'm': 0.9879350662231445}), ('u', {'f': 0.015637658536434174, 'm': 0.9843623638153076}), ('o', {'f': 0.0011266994988545775, 'm': 0.9988732933998108}), ('b', {'f': 0.001355134416371584, 'm': 0.9986448884010315})]",test
masculin,maskyl3,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('i', {'f': 0.0953926220536232, 'm': 0.9046074151992798}), ('l', {'f': 0.00537514453753829, 'm': 0.9946247935295105}), ('u', {'f': 0.0031876778230071068, 'm': 0.9968122839927673}), ('c', {'f': 0.0003646283003035933, 'm': 0.9996353387832642}), ('s', {'f': 0.0007255956879816949, 'm': 0.9992744326591492}), ('a', {'f': 9.689007129054517e-05, 'm': 0.9999030828475952}), ('m', {'f': 0.0002565388276707381, 'm': 0.9997434020042419})]",test
rapidité,ʁapidite,f,f,"[('é', {'f': 0.21532738208770752, 'm': 0.7846726179122925}), ('t', {'f': 0.0773429125547409, 'm': 0.9226570725440979}), ('i', {'f': 0.1652023196220398, 'm': 0.8347976803779602}), ('d', {'f': 0.5315976738929749, 'm': 0.46840235590934753}), ('i', {'f': 0.8348837494850159, 'm': 0.16511622071266174}), ('p', {'f': 0.9713327288627625, 'm': 0.028667237609624863}), ('a', {'f': 0.9864858388900757, 'm': 0.01351416576653719}), ('r', {'f': 0.9916059970855713, 'm': 0.008394015952944756})]",test
mainmise,m3miz,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('s', {'f': 0.05874776095151901, 'm': 0.9412522912025452}), ('i', {'f': 0.09304028004407883, 'm': 0.9069597125053406}), ('m', {'f': 0.88079434633255, 'm': 0.11920562386512756}), ('n', {'f': 0.7594335675239563, 'm': 0.24056649208068848}), ('i', {'f': 0.8633818030357361, 'm': 0.13661816716194153}), ('a', {'f': 0.9322823882102966, 'm': 0.06771761924028397}), ('m', {'f': 0.9381444454193115, 'm': 0.06185561791062355})]",test
poucette,pusɛt,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('t', {'f': 0.20213682949543, 'm': 0.7978631854057312}), ('t', {'f': 0.8257008790969849, 'm': 0.17429915070533752}), ('e', {'f': 0.9688875675201416, 'm': 0.031112413853406906}), ('c', {'f': 0.9961991906166077, 'm': 0.0038007621187716722}), ('u', {'f': 0.9984129667282104, 'm': 0.0015870376955717802}), ('o', {'f': 0.9995717406272888, 'm': 0.00042830928578041494}), ('p', {'f': 0.999421238899231, 'm': 0.0005787988775409758})]",test
marbrure,maʁbʁyʁ,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('r', {'f': 0.29942020773887634, 'm': 0.700579822063446}), ('u', {'f': 0.11220957338809967, 'm': 0.8877905011177063}), ('r', {'f': 0.9529212713241577, 'm': 0.04707876592874527}), ('b', {'f': 0.9631472229957581, 'm': 0.03685276582837105}), ('r', {'f': 0.9670860767364502, 'm': 0.0329139307141304}), ('a', {'f': 0.8077362775802612, 'm': 0.19226370751857758}), ('m', {'f': 0.7997110486030579, 'm': 0.20028895139694214})]",test
habilité,abilite,f,f,"[('é', {'f': 0.21532738208770752, 'm': 0.7846726179122925}), ('t', {'f': 0.0773429125547409, 'm': 0.9226570725440979}), ('i', {'f': 0.1652023196220398, 'm': 0.8347976803779602}), ('l', {'f': 0.8525444865226746, 'm': 0.14745552837848663}), ('i', {'f': 0.7920825481414795, 'm': 0.20791743695735931}), ('b', {'f': 0.9959588646888733, 'm': 0.0040411436930298805}), ('a', {'f': 0.9964419007301331, 'm': 0.003558102296665311}), ('h', {'f': 0.9957029223442078, 'm': 0.0042970324866473675})]",test
morveuse,mɔʁvøz,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('s', {'f': 0.05874776095151901, 'm': 0.9412522912025452}), ('u', {'f': 0.3900132477283478, 'm': 0.6099867224693298}), ('e', {'f': 0.9267615079879761, 'm': 0.07323844730854034}), ('v', {'f': 0.9970356225967407, 'm': 0.0029643927700817585}), ('r', {'f': 0.9996238946914673, 'm': 0.00037612213054671884}), ('o', {'f': 0.9997289776802063, 'm': 0.00027101841988041997}), ('m', {'f': 0.9992519021034241, 'm': 0.0007481013890355825})]",test
instinct,3st3,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('c', {'f': 0.08811810612678528, 'm': 0.9118819236755371}), ('n', {'f': 0.09081971645355225, 'm': 0.9091802835464478}), ('i', {'f': 0.01746753416955471, 'm': 0.9825325012207031}), ('t', {'f': 0.008269642479717731, 'm': 0.9917303919792175}), ('s', {'f': 0.028826279565691948, 'm': 0.9711737036705017}), ('n', {'f': 0.0036249009426683187, 'm': 0.9963750243186951}), ('i', {'f': 0.006753185298293829, 'm': 0.9932467937469482})]",test
doctrine,dɔktʁin,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('i', {'f': 0.1010248139500618, 'm': 0.8989751935005188}), ('r', {'f': 0.7105950117111206, 'm': 0.2894050180912018}), ('t', {'f': 0.6981433033943176, 'm': 0.3018566966056824}), ('c', {'f': 0.9365345239639282, 'm': 0.06346551328897476}), ('o', {'f': 0.9716920852661133, 'm': 0.028307950124144554}), ('d', {'f': 0.997272789478302, 'm': 0.002727201906964183})]",test
vantarde,v1taʁd,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('d', {'f': 0.07546672970056534, 'm': 0.9245332479476929}), ('r', {'f': 0.4666433334350586, 'm': 0.5333566665649414}), ('a', {'f': 0.7159767150878906, 'm': 0.284023255109787}), ('t', {'f': 0.8589807748794556, 'm': 0.14101924002170563}), ('n', {'f': 0.9851623177528381, 'm': 0.014837726019322872}), ('a', {'f': 0.9880220890045166, 'm': 0.011977874673902988}), ('v', {'f': 0.9992331266403198, 'm': 0.0007668238831683993})]",test
plancher,pl1ʃe,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('e', {'f': 0.17810170352458954, 'm': 0.8218982815742493}), ('h', {'f': 0.14169010519981384, 'm': 0.8583099246025085}), ('c', {'f': 0.008939780294895172, 'm': 0.991060197353363}), ('n', {'f': 0.005798253230750561, 'm': 0.9942017197608948}), ('a', {'f': 0.0007963090902194381, 'm': 0.9992037415504456}), ('l', {'f': 0.012539216317236423, 'm': 0.9874607920646667}), ('p', {'f': 0.0037391323130577803, 'm': 0.9962608218193054})]",test
fautrice,fotʁis,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('c', {'f': 0.07404805719852448, 'm': 0.9259519577026367}), ('i', {'f': 0.03382909297943115, 'm': 0.9661709070205688}), ('r', {'f': 0.3527514934539795, 'm': 0.6472484469413757}), ('t', {'f': 0.17536313831806183, 'm': 0.8246368765830994}), ('u', {'f': 0.8780527710914612, 'm': 0.12194723635911942}), ('a', {'f': 0.9892995357513428, 'm': 0.010700427927076817}), ('f', {'f': 0.9991986155509949, 'm': 0.0008014074992388487})]",test
ignition,iɲisj2,f,f,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('o', {'f': 0.1912062019109726, 'm': 0.8087937831878662}), ('i', {'f': 0.12472730875015259, 'm': 0.8752726912498474}), ('t', {'f': 0.6726282835006714, 'm': 0.327371746301651}), ('i', {'f': 0.9848983883857727, 'm': 0.015101637691259384}), ('n', {'f': 0.9870162606239319, 'm': 0.01298376265913248}), ('g', {'f': 0.9992460012435913, 'm': 0.0007540236692875624}), ('i', {'f': 0.9999234676361084, 'm': 7.657704554731026e-05})]",test
hachette,aʃɛt,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('t', {'f': 0.20213682949543, 'm': 0.7978631854057312}), ('t', {'f': 0.8257008790969849, 'm': 0.17429915070533752}), ('e', {'f': 0.9688875675201416, 'm': 0.031112413853406906}), ('h', {'f': 0.9939579963684082, 'm': 0.0060419440269470215}), ('c', {'f': 0.9991719722747803, 'm': 0.000828088610433042}), ('a', {'f': 0.9980050921440125, 'm': 0.001994860591366887}), ('h', {'f': 0.992360532283783, 'm': 0.007639487739652395})]",test
soigneur,swaɲœʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('u', {'f': 0.13897423446178436, 'm': 0.8610257506370544}), ('e', {'f': 0.12551306188106537, 'm': 0.8744869828224182}), ('n', {'f': 0.06290390342473984, 'm': 0.937096118927002}), ('g', {'f': 0.07039391249418259, 'm': 0.9296060800552368}), ('i', {'f': 0.060777537524700165, 'm': 0.9392224550247192}), ('o', {'f': 0.012185968458652496, 'm': 0.9878140687942505}), ('s', {'f': 0.017392810434103012, 'm': 0.9826071858406067})]",test
chanteur,ʃ1tœʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('u', {'f': 0.13897423446178436, 'm': 0.8610257506370544}), ('e', {'f': 0.12551306188106537, 'm': 0.8744869828224182}), ('t', {'f': 0.045792076736688614, 'm': 0.9542079567909241}), ('n', {'f': 0.10858389735221863, 'm': 0.8914161324501038}), ('a', {'f': 0.042142994701862335, 'm': 0.9578570127487183}), ('h', {'f': 0.1884312629699707, 'm': 0.8115687370300293}), ('c', {'f': 0.0984121561050415, 'm': 0.9015879034996033})]",test
souvenir,suvəniʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('i', {'f': 0.06167031452059746, 'm': 0.9383296370506287}), ('n', {'f': 0.007277004886418581, 'm': 0.9927230477333069}), ('e', {'f': 0.0036349124275147915, 'm': 0.9963650703430176}), ('v', {'f': 0.012758743949234486, 'm': 0.987241268157959}), ('u', {'f': 0.011538504622876644, 'm': 0.9884614944458008}), ('o', {'f': 0.001625958364456892, 'm': 0.9983739852905273}), ('s', {'f': 0.0021391618065536022, 'm': 0.997860848903656})]",test
sentence,s1t1s,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('c', {'f': 0.07404805719852448, 'm': 0.9259519577026367}), ('n', {'f': 0.4540303349494934, 'm': 0.5459696054458618}), ('e', {'f': 0.647980809211731, 'm': 0.35201922059059143}), ('t', {'f': 0.9316968321800232, 'm': 0.0683031752705574}), ('n', {'f': 0.9941619038581848, 'm': 0.0058380477130413055}), ('e', {'f': 0.995564341545105, 'm': 0.0044356961734592915}), ('s', {'f': 0.9877503514289856, 'm': 0.012249690480530262})]",test
conscrit,k2skʁi,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('i', {'f': 0.08885271847248077, 'm': 0.9111472964286804}), ('r', {'f': 0.01054537296295166, 'm': 0.9894546270370483}), ('c', {'f': 0.019029371440410614, 'm': 0.980970561504364}), ('s', {'f': 0.04091077670454979, 'm': 0.9590892791748047}), ('n', {'f': 0.003760805120691657, 'm': 0.996239185333252}), ('o', {'f': 0.005642152391374111, 'm': 0.9943578839302063}), ('c', {'f': 0.007737935520708561, 'm': 0.9922620058059692})]",test
blondeur,bl2dœʁ,m,f,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('u', {'f': 0.13897423446178436, 'm': 0.8610257506370544}), ('e', {'f': 0.12551306188106537, 'm': 0.8744869828224182}), ('d', {'f': 0.2377212643623352, 'm': 0.76227867603302}), ('n', {'f': 0.11938870698213577, 'm': 0.8806113004684448}), ('o', {'f': 0.05805681645870209, 'm': 0.9419432282447815}), ('l', {'f': 0.3219842314720154, 'm': 0.6780157089233398}), ('b', {'f': 0.021229064092040062, 'm': 0.978770911693573})]",test
caniveau,kanivo,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('a', {'f': 0.09390609711408615, 'm': 0.9060938954353333}), ('e', {'f': 0.05219697952270508, 'm': 0.9478029608726501}), ('v', {'f': 0.12531404197216034, 'm': 0.8746859431266785}), ('i', {'f': 0.009694973938167095, 'm': 0.9903049468994141}), ('n', {'f': 0.0015767982695251703, 'm': 0.9984232187271118}), ('a', {'f': 0.0006286240532062948, 'm': 0.999371349811554}), ('c', {'f': 0.0014642110327258706, 'm': 0.9985357522964478})]",test
tantinet,t1tinɛ,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('e', {'f': 0.034745633602142334, 'm': 0.9652543663978577}), ('n', {'f': 0.013863231055438519, 'm': 0.986136794090271}), ('i', {'f': 0.012704231776297092, 'm': 0.9872958064079285}), ('t', {'f': 0.00842434260994196, 'm': 0.9915756583213806}), ('n', {'f': 0.025062736123800278, 'm': 0.9749372601509094}), ('a', {'f': 0.024977734312415123, 'm': 0.9750222563743591}), ('t', {'f': 0.008708341978490353, 'm': 0.9912915825843811})]",test
armurier,aʁmyʁje,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('e', {'f': 0.17810170352458954, 'm': 0.8218982815742493}), ('i', {'f': 0.025552401319146156, 'm': 0.9744476079940796}), ('r', {'f': 0.0020951260812580585, 'm': 0.997904896736145}), ('u', {'f': 0.0031947765965014696, 'm': 0.9968051910400391}), ('m', {'f': 0.0015337440418079495, 'm': 0.9984662532806396}), ('r', {'f': 0.0012371118646115065, 'm': 0.9987629652023315}), ('a', {'f': 0.00029176255338825285, 'm': 0.9997082352638245})]",test
mignonne,miɲɔn,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('n', {'f': 0.46720272302627563, 'm': 0.5327972769737244}), ('o', {'f': 0.511369526386261, 'm': 0.488630473613739}), ('n', {'f': 0.9256047606468201, 'm': 0.07439524680376053}), ('g', {'f': 0.9609135389328003, 'm': 0.03908640146255493}), ('i', {'f': 0.9737130403518677, 'm': 0.026286909356713295}), ('m', {'f': 0.9238290786743164, 'm': 0.0761709213256836})]",test
avantage,av1taʒ,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('g', {'f': 0.07964503020048141, 'm': 0.9203550219535828}), ('a', {'f': 0.41964277625083923, 'm': 0.5803572535514832}), ('t', {'f': 0.15418456494808197, 'm': 0.8458154201507568}), ('n', {'f': 0.060328055173158646, 'm': 0.9396718740463257}), ('a', {'f': 0.012907319702208042, 'm': 0.9870927333831787}), ('v', {'f': 0.042019665241241455, 'm': 0.9579802751541138}), ('a', {'f': 0.007955270819365978, 'm': 0.9920446872711182})]",test
estacade,Estakad,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('d', {'f': 0.07546672970056534, 'm': 0.9245332479476929}), ('a', {'f': 0.6587024927139282, 'm': 0.34129753708839417}), ('c', {'f': 0.9250192046165466, 'm': 0.07498074322938919}), ('a', {'f': 0.8334956765174866, 'm': 0.16650432348251343}), ('t', {'f': 0.8237231373786926, 'm': 0.1762768179178238}), ('s', {'f': 0.6343643069267273, 'm': 0.36563563346862793}), ('e', {'f': 0.9568212628364563, 'm': 0.0431787334382534})]",test
préposée,pʁEpOze,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('é', {'f': 0.37474194169044495, 'm': 0.6252580881118774}), ('s', {'f': 0.33643075823783875, 'm': 0.6635691523551941}), ('o', {'f': 0.7174319624900818, 'm': 0.28256794810295105}), ('p', {'f': 0.977163553237915, 'm': 0.022836431860923767}), ('é', {'f': 0.9964920878410339, 'm': 0.0035078590735793114}), ('r', {'f': 0.9875917434692383, 'm': 0.012408244423568249}), ('p', {'f': 0.9802147150039673, 'm': 0.019785325974225998})]",test
bas-bleu,bablø,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('e', {'f': 0.17482976615428925, 'm': 0.8251702189445496}), ('l', {'f': 0.15179675817489624, 'm': 0.8482032418251038}), ('b', {'f': 0.006933858618140221, 'm': 0.9930660724639893}), ('-', {'f': 0.0698913037776947, 'm': 0.9301087260246277}), ('s', {'f': 0.028792280703783035, 'm': 0.9712077975273132}), ('a', {'f': 0.025280503556132317, 'm': 0.9747195243835449}), ('b', {'f': 0.04678168520331383, 'm': 0.9532182812690735})]",test
vachette,vaʃɛt,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('t', {'f': 0.20213682949543, 'm': 0.7978631854057312}), ('t', {'f': 0.8257008790969849, 'm': 0.17429915070533752}), ('e', {'f': 0.9688875675201416, 'm': 0.031112413853406906}), ('h', {'f': 0.9939579963684082, 'm': 0.0060419440269470215}), ('c', {'f': 0.9991719722747803, 'm': 0.000828088610433042}), ('a', {'f': 0.9980050921440125, 'm': 0.001994860591366887}), ('v', {'f': 0.9992954730987549, 'm': 0.0007045056554488838})]",test
kolkhoze,kɔlkoz,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('z', {'f': 0.0981745645403862, 'm': 0.9018254280090332}), ('o', {'f': 0.11140906065702438, 'm': 0.8885909914970398}), ('h', {'f': 0.1645430028438568, 'm': 0.8354569673538208}), ('k', {'f': 0.0575689822435379, 'm': 0.9424310326576233}), ('l', {'f': 0.07207903265953064, 'm': 0.9279209971427917}), ('o', {'f': 0.12735013663768768, 'm': 0.8726499080657959}), ('k', {'f': 0.17870548367500305, 'm': 0.8212945461273193})]",test
gratteur,gʁatœʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('u', {'f': 0.13897423446178436, 'm': 0.8610257506370544}), ('e', {'f': 0.12551306188106537, 'm': 0.8744869828224182}), ('t', {'f': 0.045792076736688614, 'm': 0.9542079567909241}), ('t', {'f': 0.01556819025427103, 'm': 0.984431803226471}), ('a', {'f': 0.011078348383307457, 'm': 0.9889216423034668}), ('r', {'f': 0.0018979874439537525, 'm': 0.9981020092964172}), ('g', {'f': 0.010600903071463108, 'm': 0.9893990755081177})]",test
mascotte,maskɔt,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('t', {'f': 0.20213682949543, 'm': 0.7978631854057312}), ('t', {'f': 0.8257008790969849, 'm': 0.17429915070533752}), ('o', {'f': 0.9716666340827942, 'm': 0.02833336591720581}), ('c', {'f': 0.9934724569320679, 'm': 0.0065275221131742}), ('s', {'f': 0.9339720010757446, 'm': 0.06602795422077179}), ('a', {'f': 0.9889066219329834, 'm': 0.01109336782246828}), ('m', {'f': 0.903019905090332, 'm': 0.09698009490966797})]",test
allusion,alyzj2,f,f,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('o', {'f': 0.1912062019109726, 'm': 0.8087937831878662}), ('i', {'f': 0.12472730875015259, 'm': 0.8752726912498474}), ('s', {'f': 0.49214664101600647, 'm': 0.5078533291816711}), ('u', {'f': 0.9962241649627686, 'm': 0.0037758599501103163}), ('l', {'f': 0.9991573095321655, 'm': 0.0008426760323345661}), ('l', {'f': 0.9998078942298889, 'm': 0.000192078179679811}), ('a', {'f': 0.9997033476829529, 'm': 0.00029664524481631815})]",test
triomphe,tʁij2f,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('h', {'f': 0.3720407485961914, 'm': 0.6279591917991638}), ('p', {'f': 0.8786728382110596, 'm': 0.12132718414068222}), ('m', {'f': 0.8813382983207703, 'm': 0.11866164952516556}), ('o', {'f': 0.795838475227356, 'm': 0.20416150987148285}), ('i', {'f': 0.323541522026062, 'm': 0.676458477973938}), ('r', {'f': 0.14940863847732544, 'm': 0.8505913019180298}), ('t', {'f': 0.09044012427330017, 'm': 0.9095599055290222})]",test
bakchich,bakʃiʃ,m,m,"[('h', {'f': 0.25278782844543457, 'm': 0.7472121715545654}), ('c', {'f': 0.12397756427526474, 'm': 0.876022458076477}), ('i', {'f': 0.01851617731153965, 'm': 0.9814838767051697}), ('h', {'f': 0.015145408920943737, 'm': 0.9848545789718628}), ('c', {'f': 0.02034076116979122, 'm': 0.9796593189239502}), ('k', {'f': 0.01752147264778614, 'm': 0.9824784994125366}), ('a', {'f': 0.0012972115073353052, 'm': 0.9987027645111084}), ('b', {'f': 0.007327191531658173, 'm': 0.9926727414131165})]",test
salpêtre,salpɛtʁ,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('r', {'f': 0.29942020773887634, 'm': 0.700579822063446}), ('t', {'f': 0.02395501174032688, 'm': 0.9760450124740601}), ('ê', {'f': 0.15205547213554382, 'm': 0.8479444980621338}), ('p', {'f': 0.28024131059646606, 'm': 0.7197587490081787}), ('l', {'f': 0.34130603075027466, 'm': 0.6586939096450806}), ('a', {'f': 0.07769889384508133, 'm': 0.9223011136054993}), ('s', {'f': 0.02390993759036064, 'm': 0.9760900735855103})]",test
prudence,pʁyd1s,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('c', {'f': 0.07404805719852448, 'm': 0.9259519577026367}), ('n', {'f': 0.4540303349494934, 'm': 0.5459696054458618}), ('e', {'f': 0.647980809211731, 'm': 0.35201922059059143}), ('d', {'f': 0.8912233710289001, 'm': 0.10877666622400284}), ('u', {'f': 0.9867629408836365, 'm': 0.013237033039331436}), ('r', {'f': 0.9995259046554565, 'm': 0.00047416475717909634}), ('p', {'f': 0.9994648098945618, 'm': 0.0005352599546313286})]",test
chapitre,ʃapitʁ,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('r', {'f': 0.29942020773887634, 'm': 0.700579822063446}), ('t', {'f': 0.02395501174032688, 'm': 0.9760450124740601}), ('i', {'f': 0.03571641072630882, 'm': 0.9642836451530457}), ('p', {'f': 0.5218188762664795, 'm': 0.4781811535358429}), ('a', {'f': 0.2663642466068268, 'm': 0.7336357235908508}), ('h', {'f': 0.09560970962047577, 'm': 0.904390275478363}), ('c', {'f': 0.13612768054008484, 'm': 0.8638723492622375})]",test
