Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
iʁsatyp,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('y', {'f': 0.2168462723493576, 'm': 0.783153772354126}), ('t', {'f': 0.5705019235610962, 'm': 0.42949801683425903}), ('a', {'f': 0.8099461793899536, 'm': 0.1900538057088852}), ('s', {'f': 0.22748924791812897, 'm': 0.7725107669830322}), ('ʁ', {'f': 0.09759598225355148, 'm': 0.9024040102958679}), ('i', {'f': 0.9997939467430115, 'm': 0.00020601584401447326})]",test
1məʒ1ʁa,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('ʁ', {'f': 0.0029112868942320347, 'm': 0.9970887303352356}), ('1', {'f': 0.01594582013785839, 'm': 0.9840541481971741}), ('ʒ', {'f': 0.09769316017627716, 'm': 0.902306854724884}), ('ə', {'f': 0.9978499412536621, 'm': 0.0021500601433217525}), ('m', {'f': 0.17899936437606812, 'm': 0.8210006952285767}), ('1', {'f': 0.00015872275980655104, 'm': 0.9998412132263184})]",test
iʃajʁam,,m,m,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('a', {'f': 0.03744230791926384, 'm': 0.9625577330589294}), ('ʁ', {'f': 0.004096821416169405, 'm': 0.9959031939506531}), ('j', {'f': 0.8324059844017029, 'm': 0.16759401559829712}), ('a', {'f': 0.410895973443985, 'm': 0.5891039967536926}), ('ʃ', {'f': 0.09184446185827255, 'm': 0.9081555008888245}), ('i', {'f': 0.4469176232814789, 'm': 0.5530823469161987})]",test
nimativ,,f,f,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('i', {'f': 0.534735381603241, 'm': 0.46526455879211426}), ('t', {'f': 0.9948210716247559, 'm': 0.0051788995042443275}), ('a', {'f': 0.9655101299285889, 'm': 0.034489892423152924}), ('m', {'f': 0.14720307290554047, 'm': 0.8527969717979431}), ('i', {'f': 0.7264936566352844, 'm': 0.2735063433647156}), ('n', {'f': 0.9027447700500488, 'm': 0.0972551703453064})]",test
mɛfsalb,,m,m,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('l', {'f': 0.1040489673614502, 'm': 0.8959510922431946}), ('a', {'f': 0.5131743550300598, 'm': 0.4868256151676178}), ('s', {'f': 0.335696816444397, 'm': 0.664303183555603}), ('f', {'f': 0.0012706273701041937, 'm': 0.998729407787323}), ('ɛ', {'f': 0.002362846164032817, 'm': 0.997637152671814}), ('m', {'f': 0.01424763910472393, 'm': 0.9857524037361145})]",test
nɛlədam,,m,f,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('a', {'f': 0.03744230791926384, 'm': 0.9625577330589294}), ('d', {'f': 0.9110686182975769, 'm': 0.08893132209777832}), ('ə', {'f': 0.7315709590911865, 'm': 0.26842907071113586}), ('l', {'f': 0.4969547390937805, 'm': 0.5030452609062195}), ('ɛ', {'f': 0.0033749407157301903, 'm': 0.9966250658035278}), ('n', {'f': 0.10312745720148087, 'm': 0.8968725800514221})]",test
dolknɛʁ,,f,f,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('ɛ', {'f': 0.4649912416934967, 'm': 0.5350087285041809}), ('n', {'f': 0.7492823600769043, 'm': 0.2507176399230957}), ('k', {'f': 0.48234909772872925, 'm': 0.5176509618759155}), ('l', {'f': 0.17764781415462494, 'm': 0.8223521709442139}), ('o', {'f': 0.01764032244682312, 'm': 0.9823596477508545}), ('d', {'f': 0.8052323460578918, 'm': 0.19476763904094696})]",test
ʒasapəʁ,,m,m,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('ə', {'f': 0.9884719848632812, 'm': 0.011528019793331623}), ('p', {'f': 0.9236674904823303, 'm': 0.0763324722647667}), ('a', {'f': 0.8373301029205322, 'm': 0.16266997158527374}), ('s', {'f': 0.20028351247310638, 'm': 0.7997165322303772}), ('a', {'f': 0.07728075236082077, 'm': 0.9227192997932434}), ('ʒ', {'f': 0.0024058211129158735, 'm': 0.9975941777229309})]",test
nɛtsk4t,,m,m,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('4', {'f': 0.0019220089307054877, 'm': 0.9980779886245728}), ('k', {'f': 0.25389572978019714, 'm': 0.7461042404174805}), ('s', {'f': 0.00011479843669803813, 'm': 0.9998852014541626}), ('t', {'f': 0.06598474830389023, 'm': 0.9340152740478516}), ('ɛ', {'f': 0.01532508060336113, 'm': 0.9846749305725098}), ('n', {'f': 0.4962800443172455, 'm': 0.5037199854850769})]",test
1matsEt,,m,m,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('E', {'f': 0.6401939988136292, 'm': 0.35980600118637085}), ('s', {'f': 0.8088018298149109, 'm': 0.1911981999874115}), ('t', {'f': 0.557245671749115, 'm': 0.442754328250885}), ('a', {'f': 0.8914211392402649, 'm': 0.1085788831114769}), ('m', {'f': 0.28876906633377075, 'm': 0.711230993270874}), ('1', {'f': 0.000588948605582118, 'm': 0.9994111061096191})]",test
at3salp,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('l', {'f': 0.21246634423732758, 'm': 0.787533700466156}), ('a', {'f': 0.16458691656589508, 'm': 0.8354130387306213}), ('s', {'f': 0.7024126648902893, 'm': 0.29758739471435547}), ('3', {'f': 0.0037479535676538944, 'm': 0.9962521195411682}), ('t', {'f': 0.2809120714664459, 'm': 0.7190879583358765}), ('a', {'f': 0.040820054709911346, 'm': 0.9591799378395081})]",test
tsɛwʁɔn,,m,m,"[('n', {'f': 0.9283567070960999, 'm': 0.07164332270622253}), ('ɔ', {'f': 0.4080648720264435, 'm': 0.5919350981712341}), ('ʁ', {'f': 0.0007759339059703052, 'm': 0.999224066734314}), ('w', {'f': 0.7769749760627747, 'm': 0.22302502393722534}), ('ɛ', {'f': 0.004633309785276651, 'm': 0.9953666925430298}), ('s', {'f': 0.7619262337684631, 'm': 0.23807379603385925}), ('t', {'f': 0.001164660439826548, 'm': 0.9988353848457336})]",test
kinəsʁa,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('ʁ', {'f': 0.0029112868942320347, 'm': 0.9970887303352356}), ('s', {'f': 0.7772968411445618, 'm': 0.22270314395427704}), ('ə', {'f': 0.9609420299530029, 'm': 0.039057936519384384}), ('n', {'f': 0.9448649883270264, 'm': 0.05513498932123184}), ('i', {'f': 0.8519493937492371, 'm': 0.14805057644844055}), ('k', {'f': 0.24357649683952332, 'm': 0.7564234733581543})]",test
lupədin,,f,m,"[('n', {'f': 0.9283567070960999, 'm': 0.07164332270622253}), ('i', {'f': 0.6835606694221497, 'm': 0.31643930077552795}), ('d', {'f': 0.3469167649745941, 'm': 0.6530832648277283}), ('ə', {'f': 0.47024908661842346, 'm': 0.5297509431838989}), ('p', {'f': 0.08429723978042603, 'm': 0.9157027006149292}), ('u', {'f': 0.047247257083654404, 'm': 0.9527527689933777}), ('l', {'f': 0.5083118677139282, 'm': 0.491688072681427})]",test
nokilis,,f,f,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('i', {'f': 0.9655901789665222, 'm': 0.034409891813993454}), ('l', {'f': 0.004685183521360159, 'm': 0.9953148365020752}), ('i', {'f': 0.7247271537780762, 'm': 0.2752728760242462}), ('k', {'f': 0.2670293152332306, 'm': 0.7329707145690918}), ('o', {'f': 0.017504727467894554, 'm': 0.9824953079223633}), ('n', {'f': 0.7456263303756714, 'm': 0.254373699426651})]",test
tivawka,,f,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('k', {'f': 0.10262063145637512, 'm': 0.8973793387413025}), ('w', {'f': 0.30433449149131775, 'm': 0.6956654787063599}), ('a', {'f': 0.010656843893229961, 'm': 0.9893431663513184}), ('v', {'f': 0.925494372844696, 'm': 0.07450565695762634}), ('i', {'f': 0.7201359868049622, 'm': 0.27986395359039307}), ('t', {'f': 0.9201904535293579, 'm': 0.07980956882238388})]",test
dytiʒ2l,,f,f,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('2', {'f': 0.005557164084166288, 'm': 0.994442880153656}), ('ʒ', {'f': 0.9622950553894043, 'm': 0.037704918533563614}), ('i', {'f': 0.9871218800544739, 'm': 0.012878143228590488}), ('t', {'f': 0.9703933596611023, 'm': 0.029606636613607407}), ('y', {'f': 0.7006113529205322, 'm': 0.29938867688179016}), ('d', {'f': 0.9987363219261169, 'm': 0.0012636296451091766})]",test
2jʒat2k,,m,f,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('2', {'f': 0.006027659866958857, 'm': 0.9939723610877991}), ('t', {'f': 0.014859256334602833, 'm': 0.9851406812667847}), ('a', {'f': 0.2794957756996155, 'm': 0.7205042839050293}), ('ʒ', {'f': 0.00032922171521931887, 'm': 0.9996707439422607}), ('j', {'f': 0.9893888831138611, 'm': 0.010611121542751789}), ('2', {'f': 0.006789530161768198, 'm': 0.99321049451828})]",test
ʁœsivaʁ,,m,m,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('a', {'f': 0.3868906497955322, 'm': 0.613109290599823}), ('v', {'f': 0.8021621108055115, 'm': 0.19783788919448853}), ('i', {'f': 0.8240947723388672, 'm': 0.175905242562294}), ('s', {'f': 0.2406282126903534, 'm': 0.7593717575073242}), ('œ', {'f': 0.31692275404930115, 'm': 0.6830772757530212}), ('ʁ', {'f': 0.006501623895019293, 'm': 0.9934984445571899})]",test
t1dizEʁ,,f,f,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('E', {'f': 0.7421544194221497, 'm': 0.25784552097320557}), ('z', {'f': 0.9969979524612427, 'm': 0.0030020528938621283}), ('i', {'f': 0.998977541923523, 'm': 0.0010224933503195643}), ('d', {'f': 0.006991721224039793, 'm': 0.9930082559585571}), ('1', {'f': 0.00017045326239895076, 'm': 0.9998295307159424}), ('t', {'f': 0.9277206659317017, 'm': 0.07227929681539536})]",test
2ʁətʁak,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('a', {'f': 0.35474643111228943, 'm': 0.6452535390853882}), ('ʁ', {'f': 0.0036593752447515726, 'm': 0.9963405728340149}), ('t', {'f': 0.17009222507476807, 'm': 0.8299077749252319}), ('ə', {'f': 0.3316589593887329, 'm': 0.6683410406112671}), ('ʁ', {'f': 0.056775618344545364, 'm': 0.943224310874939}), ('2', {'f': 0.06546289473772049, 'm': 0.9345371127128601})]",test
nɔtiməd,,f,f,"[('d', {'f': 0.5698218941688538, 'm': 0.43017813563346863}), ('ə', {'f': 0.5615547895431519, 'm': 0.43844521045684814}), ('m', {'f': 0.0035044224932789803, 'm': 0.9964955449104309}), ('i', {'f': 0.9289141893386841, 'm': 0.07108575850725174}), ('t', {'f': 0.3367633819580078, 'm': 0.6632366180419922}), ('ɔ', {'f': 0.10133019834756851, 'm': 0.8986697793006897}), ('n', {'f': 0.5613131523132324, 'm': 0.43868690729141235})]",test
2jpʁɔks,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('k', {'f': 0.37898683547973633, 'm': 0.6210132241249084}), ('ɔ', {'f': 0.003936761058866978, 'm': 0.9960632920265198}), ('ʁ', {'f': 0.0024784868583083153, 'm': 0.9975214600563049}), ('p', {'f': 0.08189300447702408, 'm': 0.9181070327758789}), ('j', {'f': 0.015153476968407631, 'm': 0.9848465919494629}), ('2', {'f': 0.0025682549457997084, 'm': 0.9974316954612732})]",test
zokilis,,f,f,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('i', {'f': 0.9655901789665222, 'm': 0.034409891813993454}), ('l', {'f': 0.004685183521360159, 'm': 0.9953148365020752}), ('i', {'f': 0.7247271537780762, 'm': 0.2752728760242462}), ('k', {'f': 0.2670293152332306, 'm': 0.7329707145690918}), ('o', {'f': 0.017504727467894554, 'm': 0.9824953079223633}), ('z', {'f': 0.9974182844161987, 'm': 0.0025816750712692738})]",test
ʒakitsa,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('s', {'f': 0.7941641211509705, 'm': 0.20583584904670715}), ('t', {'f': 0.051063183695077896, 'm': 0.9489368200302124}), ('i', {'f': 0.9405494332313538, 'm': 0.05945056304335594}), ('k', {'f': 0.3185066878795624, 'm': 0.6814932823181152}), ('a', {'f': 0.7572929859161377, 'm': 0.2427069991827011}), ('ʒ', {'f': 0.004618130158632994, 'm': 0.9953818917274475})]",test
zøtabaʁ,,f,f,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('a', {'f': 0.3868906497955322, 'm': 0.613109290599823}), ('b', {'f': 0.06200055032968521, 'm': 0.9379994869232178}), ('a', {'f': 0.03364543616771698, 'm': 0.9663545489311218}), ('t', {'f': 0.013254072517156601, 'm': 0.9867458939552307}), ('ø', {'f': 0.001089049270376563, 'm': 0.9989109039306641}), ('z', {'f': 0.9999618530273438, 'm': 3.814117008005269e-05})]",test
nɛjbsEl,,f,f,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('E', {'f': 0.766758143901825, 'm': 0.23324181139469147}), ('s', {'f': 0.8133671283721924, 'm': 0.1866329163312912}), ('b', {'f': 0.18477293848991394, 'm': 0.8152270317077637}), ('j', {'f': 0.17688730359077454, 'm': 0.8231126666069031}), ('ɛ', {'f': 0.01318045798689127, 'm': 0.9868196249008179}), ('n', {'f': 0.9935537576675415, 'm': 0.006446267012506723})]",test
lɛdatis,,f,f,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('i', {'f': 0.9655901789665222, 'm': 0.034409891813993454}), ('t', {'f': 0.33305150270462036, 'm': 0.6669484972953796}), ('a', {'f': 0.9428403377532959, 'm': 0.05715968459844589}), ('d', {'f': 0.7872180342674255, 'm': 0.21278196573257446}), ('ɛ', {'f': 0.042565058916807175, 'm': 0.957434892654419}), ('l', {'f': 0.6870555877685547, 'm': 0.3129443824291229})]",test
ʁœd1məd,,m,m,"[('d', {'f': 0.5698218941688538, 'm': 0.43017813563346863}), ('ə', {'f': 0.5615547895431519, 'm': 0.43844521045684814}), ('m', {'f': 0.0035044224932789803, 'm': 0.9964955449104309}), ('1', {'f': 0.00010091260628541932, 'm': 0.9998990297317505}), ('d', {'f': 0.7105816006660461, 'm': 0.2894183397293091}), ('œ', {'f': 0.49658674001693726, 'm': 0.503413200378418}), ('ʁ', {'f': 0.4295618236064911, 'm': 0.5704381465911865})]",test
nɔʒavOs,,m,f,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('O', {'f': 0.044218163937330246, 'm': 0.955781877040863}), ('v', {'f': 0.34713947772979736, 'm': 0.6528605818748474}), ('a', {'f': 0.3255455493927002, 'm': 0.6744545102119446}), ('ʒ', {'f': 0.001082123490050435, 'm': 0.9989179372787476}), ('ɔ', {'f': 0.1862339973449707, 'm': 0.8137660622596741}), ('n', {'f': 0.06180582568049431, 'm': 0.9381941556930542})]",test
ʒakipəʁ,,m,m,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('ə', {'f': 0.9884719848632812, 'm': 0.011528019793331623}), ('p', {'f': 0.9236674904823303, 'm': 0.0763324722647667}), ('i', {'f': 0.7475861310958862, 'm': 0.2524138391017914}), ('k', {'f': 0.7153695821762085, 'm': 0.28463050723075867}), ('a', {'f': 0.26232317090034485, 'm': 0.7376768589019775}), ('ʒ', {'f': 0.0046919481828808784, 'm': 0.9953081011772156})]",test
nit1lag,,f,f,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('a', {'f': 0.11277483403682709, 'm': 0.8872251510620117}), ('l', {'f': 0.15179474651813507, 'm': 0.8482053279876709}), ('1', {'f': 2.5254254069295712e-05, 'm': 0.9999747276306152}), ('t', {'f': 0.9899677038192749, 'm': 0.010032312013208866}), ('i', {'f': 0.8955780267715454, 'm': 0.10442202538251877}), ('n', {'f': 0.9999134540557861, 'm': 8.654139674035832e-05})]",test
moʁdOʁp,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('ʁ', {'f': 0.3988916277885437, 'm': 0.6011083722114563}), ('O', {'f': 0.07436662167310715, 'm': 0.9256333708763123}), ('d', {'f': 0.013519818894565105, 'm': 0.986480176448822}), ('ʁ', {'f': 0.010129124857485294, 'm': 0.9898708462715149}), ('o', {'f': 0.09935891628265381, 'm': 0.9006410837173462}), ('m', {'f': 0.00037359556881710887, 'm': 0.9996263980865479})]",test
t1k3lEd,,m,f,"[('d', {'f': 0.5698218941688538, 'm': 0.43017813563346863}), ('E', {'f': 0.8005445599555969, 'm': 0.1994553804397583}), ('l', {'f': 0.5369228720664978, 'm': 0.4630771279335022}), ('3', {'f': 0.0006463400786742568, 'm': 0.9993537068367004}), ('k', {'f': 0.11098591983318329, 'm': 0.8890140652656555}), ('1', {'f': 1.0160197234654333e-05, 'm': 0.9999898672103882}), ('t', {'f': 0.2630367875099182, 'm': 0.7369632720947266})]",test
ʁɔɥtawk,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('w', {'f': 0.042616695165634155, 'm': 0.9573833346366882}), ('a', {'f': 0.019797174260020256, 'm': 0.9802027940750122}), ('t', {'f': 0.049781426787376404, 'm': 0.9502184987068176}), ('ɥ', {'f': 0.019799169152975082, 'm': 0.9802008867263794}), ('ɔ', {'f': 0.04667332023382187, 'm': 0.9533266425132751}), ('ʁ', {'f': 0.0208816509693861, 'm': 0.9791183471679688})]",test
ebaʁaks,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('k', {'f': 0.37898683547973633, 'm': 0.6210132241249084}), ('a', {'f': 0.061860278248786926, 'm': 0.9381397366523743}), ('ʁ', {'f': 0.027542898431420326, 'm': 0.9724570512771606}), ('a', {'f': 0.2674623131752014, 'm': 0.7325376868247986}), ('b', {'f': 0.1474384069442749, 'm': 0.8525615334510803}), ('e', {'f': 0.03682216256856918, 'm': 0.9631778597831726})]",test
emiʁp2k,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('2', {'f': 0.006027659866958857, 'm': 0.9939723610877991}), ('p', {'f': 0.13030949234962463, 'm': 0.869690477848053}), ('ʁ', {'f': 0.22849798202514648, 'm': 0.7715020179748535}), ('i', {'f': 0.7264161109924316, 'm': 0.27358391880989075}), ('m', {'f': 0.25136831402778625, 'm': 0.7486316561698914}), ('e', {'f': 0.23582473397254944, 'm': 0.7641751766204834})]",test
ejtawʁd,,m,m,"[('d', {'f': 0.5698218941688538, 'm': 0.43017813563346863}), ('ʁ', {'f': 0.07942456007003784, 'm': 0.9205753803253174}), ('w', {'f': 0.25045546889305115, 'm': 0.7495445609092712}), ('a', {'f': 0.01906784065067768, 'm': 0.9809321165084839}), ('t', {'f': 0.6376962661743164, 'm': 0.3623037338256836}), ('j', {'f': 0.35569730401039124, 'm': 0.6443027853965759}), ('e', {'f': 0.044718313962221146, 'm': 0.9552816152572632})]",test
lokizym,,m,m,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('y', {'f': 0.35462290048599243, 'm': 0.6453770995140076}), ('z', {'f': 0.9524871706962585, 'm': 0.047512784600257874}), ('i', {'f': 0.4837321937084198, 'm': 0.5162678360939026}), ('k', {'f': 0.8377487659454346, 'm': 0.16225121915340424}), ('o', {'f': 0.006210191175341606, 'm': 0.9937898516654968}), ('l', {'f': 0.4877830743789673, 'm': 0.5122169852256775})]",test
mɔjnaʁy,,m,m,"[('y', {'f': 0.10816774517297745, 'm': 0.8918322324752808}), ('ʁ', {'f': 0.9967621564865112, 'm': 0.003237846540287137}), ('a', {'f': 0.6481014490127563, 'm': 0.35189852118492126}), ('n', {'f': 0.9305961728096008, 'm': 0.0694037675857544}), ('j', {'f': 0.3578399121761322, 'm': 0.6421601176261902}), ('ɔ', {'f': 0.12793368101119995, 'm': 0.8720663189888}), ('m', {'f': 0.0006925021298229694, 'm': 0.9993075132369995})]",test
2jimʁɛv,,m,m,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('ɛ', {'f': 0.01577460765838623, 'm': 0.9842253923416138}), ('ʁ', {'f': 0.04741032421588898, 'm': 0.952589750289917}), ('m', {'f': 0.39188092947006226, 'm': 0.6081191301345825}), ('i', {'f': 0.9799044132232666, 'm': 0.020095597952604294}), ('j', {'f': 0.9656633138656616, 'm': 0.03433665633201599}), ('2', {'f': 0.010500643402338028, 'm': 0.9894993305206299})]",test
iʁəʃʁɔp,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('ɔ', {'f': 0.1438724547624588, 'm': 0.8561275005340576}), ('ʁ', {'f': 0.005178115796297789, 'm': 0.9948219060897827}), ('ʃ', {'f': 0.40096113085746765, 'm': 0.5990388989448547}), ('ə', {'f': 0.02091243304312229, 'm': 0.9790875911712646}), ('ʁ', {'f': 0.0014216088457033038, 'm': 0.9985784292221069}), ('i', {'f': 0.9985894560813904, 'm': 0.0014105478767305613})]",test
1məlf2g,,m,m,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('2', {'f': 0.0019045459339395165, 'm': 0.9980954527854919}), ('f', {'f': 0.7197640538215637, 'm': 0.28023600578308105}), ('l', {'f': 0.28864359855651855, 'm': 0.7113564014434814}), ('ə', {'f': 0.8757023811340332, 'm': 0.1242976114153862}), ('m', {'f': 0.0030853417702019215, 'm': 0.9969146251678467}), ('1', {'f': 1.8525619452702813e-05, 'm': 0.9999815225601196})]",test
2jsk2ʒ3,,f,f,"[('3', {'f': 0.006716928910464048, 'm': 0.9932830333709717}), ('ʒ', {'f': 0.17547142505645752, 'm': 0.8245285749435425}), ('2', {'f': 0.0034629199653863907, 'm': 0.9965370893478394}), ('k', {'f': 0.5129117369651794, 'm': 0.48708823323249817}), ('s', {'f': 0.0021392155904322863, 'm': 0.9978607296943665}), ('j', {'f': 0.8959094285964966, 'm': 0.1040906012058258}), ('2', {'f': 0.9993906021118164, 'm': 0.0006094019627198577})]",test
zøjsEʁp,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('ʁ', {'f': 0.3988916277885437, 'm': 0.6011083722114563}), ('E', {'f': 0.49224263429641724, 'm': 0.5077573657035828}), ('s', {'f': 0.08696013689041138, 'm': 0.9130399227142334}), ('j', {'f': 0.20468491315841675, 'm': 0.7953150868415833}), ('ø', {'f': 0.04829765483736992, 'm': 0.951702356338501}), ('z', {'f': 0.9998441934585571, 'm': 0.00015577871818095446})]",test
niʁakas,,f,f,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('a', {'f': 0.3915024697780609, 'm': 0.6084975004196167}), ('k', {'f': 0.14251652359962463, 'm': 0.857483446598053}), ('a', {'f': 0.4326394498348236, 'm': 0.567360520362854}), ('ʁ', {'f': 0.005391770973801613, 'm': 0.9946081638336182}), ('i', {'f': 0.7243120074272156, 'm': 0.27568793296813965}), ('n', {'f': 0.9916171431541443, 'm': 0.008382918313145638})]",test
1mawsuv,,m,m,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('u', {'f': 0.08059798181056976, 'm': 0.919402003288269}), ('s', {'f': 0.8459296226501465, 'm': 0.15407033264636993}), ('w', {'f': 0.41963645815849304, 'm': 0.5803635120391846}), ('a', {'f': 0.019557354971766472, 'm': 0.9804425835609436}), ('m', {'f': 0.05884191766381264, 'm': 0.9411581158638}), ('1', {'f': 1.7259662854485214e-05, 'm': 0.9999827146530151})]",test
lɛtʁɔmi,,m,m,"[('i', {'f': 0.5238444209098816, 'm': 0.476155549287796}), ('m', {'f': 0.20309293270111084, 'm': 0.7969070672988892}), ('ɔ', {'f': 0.06102076545357704, 'm': 0.9389792680740356}), ('ʁ', {'f': 0.00431877002120018, 'm': 0.9956811666488647}), ('t', {'f': 0.05550161749124527, 'm': 0.9444984197616577}), ('ɛ', {'f': 0.002398716751486063, 'm': 0.997601330280304}), ('l', {'f': 0.43852460384368896, 'm': 0.5614753365516663})]",test
2jiʁbiv,,m,m,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('i', {'f': 0.534735381603241, 'm': 0.46526455879211426}), ('b', {'f': 0.3317781388759613, 'm': 0.6682218909263611}), ('ʁ', {'f': 0.025866391137242317, 'm': 0.9741335511207581}), ('i', {'f': 0.7828353643417358, 'm': 0.21716459095478058}), ('j', {'f': 0.9505923986434937, 'm': 0.049407608807086945}), ('2', {'f': 0.0022943473886698484, 'm': 0.9977056384086609})]",test
niʁipsa,,f,f,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('s', {'f': 0.7941641211509705, 'm': 0.20583584904670715}), ('p', {'f': 0.21035920083522797, 'm': 0.7896408438682556}), ('i', {'f': 0.9491190910339355, 'm': 0.05088093876838684}), ('ʁ', {'f': 0.037381500005722046, 'm': 0.9626184701919556}), ('i', {'f': 0.9776001572608948, 'm': 0.022399865090847015}), ('n', {'f': 0.7153604030609131, 'm': 0.2846396267414093})]",test
ʁœjitʁa,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('ʁ', {'f': 0.0029112868942320347, 'm': 0.9970887303352356}), ('t', {'f': 0.9421943426132202, 'm': 0.05780564621090889}), ('i', {'f': 0.9874811768531799, 'm': 0.012518887408077717}), ('j', {'f': 0.9955582618713379, 'm': 0.0044416519813239574}), ('œ', {'f': 0.053559161722660065, 'm': 0.9464408159255981}), ('ʁ', {'f': 0.0020521844271570444, 'm': 0.9979478716850281})]",test
ejʁyt3t,,m,m,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('3', {'f': 0.08574184775352478, 'm': 0.9142581224441528}), ('t', {'f': 0.9726946353912354, 'm': 0.027305323630571365}), ('y', {'f': 0.413510262966156, 'm': 0.5864897966384888}), ('ʁ', {'f': 0.999151349067688, 'm': 0.0008485919679515064}), ('j', {'f': 0.723506510257721, 'm': 0.2764934301376343}), ('e', {'f': 0.0031193664763122797, 'm': 0.9968806505203247})]",test
2jsinyp,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('y', {'f': 0.2168462723493576, 'm': 0.783153772354126}), ('n', {'f': 0.9808231592178345, 'm': 0.019176840782165527}), ('i', {'f': 0.5823977589607239, 'm': 0.4176022410392761}), ('s', {'f': 0.764612078666687, 'm': 0.23538796603679657}), ('j', {'f': 0.8973192572593689, 'm': 0.1026807501912117}), ('2', {'f': 0.9995067119598389, 'm': 0.0004932310548610985})]",test
ʁœtObas,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('a', {'f': 0.3915024697780609, 'm': 0.6084975004196167}), ('b', {'f': 0.11676424741744995, 'm': 0.8832356929779053}), ('O', {'f': 0.02630360797047615, 'm': 0.9736964106559753}), ('t', {'f': 0.005554284900426865, 'm': 0.9944456815719604}), ('œ', {'f': 0.1311306357383728, 'm': 0.8688693642616272}), ('ʁ', {'f': 9.547835361445323e-05, 'm': 0.9999045133590698})]",test
tybʁɔks,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('k', {'f': 0.37898683547973633, 'm': 0.6210132241249084}), ('ɔ', {'f': 0.003936761058866978, 'm': 0.9960632920265198}), ('ʁ', {'f': 0.0024784868583083153, 'm': 0.9975214600563049}), ('b', {'f': 0.21438154578208923, 'm': 0.7856184840202332}), ('y', {'f': 0.05574044957756996, 'm': 0.944259524345398}), ('t', {'f': 0.057382144033908844, 'm': 0.9426178336143494})]",test
